"license_issue_date","license_number","animals_name","species","primary_breed","secondary_breed","zip_code","weight_kg"
"January 23 2018","S107336","Sadie","Dog","Spaniel, Cavalier King Charles",NA,"98105",5.40665030159683
"September 30 2018","S115383","Goldie","Dog","Poodle, Standard","Retriever, Golden","98105",23.4892641127064
"October 08 2018","8001665","""Luci"" Lucia Rosalin Wicksugal","Dog","Retriever, Golden",NA,"98105",16.3885712733179
"March 29 2018","140591","Diggy","Dog","Lhasa Apso",NA,"98105",22.7291525724101
"May 03 2018","202110","Duffy","Dog","Terrier, West Highland White",NA,"98105",28.3015542115573
"August 14 2017","S102215","King","Dog","German Pinscher",NA,"98105",24.6217508814873
"October 12 2017","S137022","Poppy","Dog","Old English Sheepdog","Poodle, Standard","98105",15.1302087075967
"September 02 2016","S119369","Scout","Dog","Terrier, Jack Russell","Poodle, Miniature","98105",14.3418532402003
"October 04 2017","139742","Spike","Dog","Chihuahua, Short Coat","Terrier, Rat","98105",27.4468691763297
"April 03 2018","S128676","Miles","Dog","Shepherd","Retriever, Labrador","98105",24.3538709760534
"February 14 2018","80484","Samwise","Dog","Lhasa Apso",NA,"98105",19.6775904267612
"November 07 2018","725333","Nina","Dog","Portuguese Water Dog",NA,"98105",26.3754113176088
"April 11 2018","S123620","Triumph Buras","Dog","Coonhound","Australian Cattle Dog","98105",24.7897086979765
"September 19 2017","444138","Gemma","Dog","Terrier, Irish",NA,"98105",10.738742814295
"November 14 2017","S140567","Darla","Dog","Maltese",NA,"98105",15.2321178446324
"January 11 2018","S139342","Finnegan","Dog","Coonhound",NA,"98105",27.3767128840912
"November 13 2017","S138201","Dewey","Dog","Cur, Black-Mouth","Retriever, Labrador","98105",16.7614974346912
"September 03 2018","S102688","Mac","Dog","Spinone Italiano",NA,"98105",24.1407719518043
"August 07 2018","355473","Lola","Dog","Schnauzer, Miniature",NA,"98105",21.8817288702918
"June 15 2018","S142485","Sandy","Dog","Alaskan Husky","Mix","98105",28.3128926034666
"August 07 2018","S145538","Nellie","Dog","Australian Cattle Dog","Mix","98105",17.0630753655871
"August 02 2017","S133820","Gretchen","Dog","Beagle",NA,"98105",23.6749625194569
"May 11 2017","280582","Moby","Dog","Portuguese Water Dog",NA,"98105",22.1380366805103
"September 29 2017","S136366","Trixie","Dog","German Shepherd","Spaniel, English Springer","98105",25.5124520200494
"September 03 2018","8000609","Elly","Cat","Domestic Longhair","Mix","98105",4.12414783351382
"February 20 2018","S140776","Mitzy","Cat","Domestic Longhair",NA,"98105",4.33564555116956
"November 03 2018","S146788","Penny","Cat","Domestic Shorthair","Mix","98105",4.81274157104661
"March 27 2018","S141883","Leo","Cat","Domestic Shorthair",NA,"98105",4.54068770279635
"October 13 2018","S142628","Grumpy","Cat","Domestic Medium Hair","Mix","98105",4.96436118877276
"April 26 2017","217828","Luna","Cat","Domestic Shorthair",NA,"98105",4.42136084379631
"May 09 2017","349147","Linky","Cat","Siamese","Mix","98105",4.39888350242525
"November 18 2018","S145034",NA,"Cat","Domestic Shorthair","Mix","98105",3.67303368278091
"June 09 2017","276629","Pogo","Cat","Domestic Shorthair",NA,"98105",4.09587012054579
"November 17 2017","S107627","Hoshi","Cat","Domestic Shorthair","Domestic Shorthair","98105",4.00262921918646
"January 24 2018","S104107","Minnow","Cat","Domestic Shorthair","Mix","98105",4.26477878468238
"December 20 2018","8004006","Zippy","Cat","Domestic Shorthair",NA,"98105",4.86892452768855
"April 07 2017","123147","Harley","Cat","Domestic Shorthair",NA,"98105",4.56218802665025
"June 06 2017","353161","Knives","Cat","Domestic Shorthair",NA,"98105",4.78883503844278
"February 07 2017","85533","Flash","Cat","American Shorthair",NA,"98105",4.75432274900308
"February 20 2018","83503","Myron","Cat","Siamese",NA,"98105",4.04019975175409
"April 02 2018","S142080","Andante","Cat","Domestic Shorthair","Mix","98105",4.57260692668075
"April 17 2017","142544","Nala","Cat","Domestic Shorthair",NA,"98105",4.45662438886521
"January 16 2018","S134426","Dolce","Cat","Domestic Medium Hair","Mix","98105",4.5720871524081
"September 03 2018","732462","Benjamin","Cat","Domestic Shorthair",NA,"98105",4.45787142638049
"January 06 2018","S104167","Leo","Cat","Domestic Shorthair","Mix","98105",4.77006839305578
"November 20 2018","833754","Charlie","Cat","Domestic Shorthair",NA,"98105",4.21583745743395
"November 06 2018","896687","Minka","Cat","American Shorthair",NA,"98105",4.10735284233957
"October 10 2018","S100819","Sasha","Cat","Domestic Medium Hair","Mix","98105",4.4663916178372
"October 23 2017","S104898","Louis","Cat","LaPerm",NA,"98105",4.25010790625157
"January 23 2018","S134429","Chandra","Cat","Domestic Shorthair","Mix","98105",4.17591588519878
"September 29 2018","S146492","Thomas","Cat","Domestic Shorthair","Mix","98105",4.53173940844477
"October 10 2018","832550","Ollie","Cat","Russian Blue",NA,"98105",3.89435118652016
"January 06 2018","S139262","Azula","Cat","Domestic Shorthair","Mix","98105",5.02254117103648
"August 19 2018","586309","Snuffles","Cat","Domestic Shorthair",NA,"98105",4.44462161045988
"May 19 2018","273668","Sammy","Cat","Domestic Shorthair",NA,"98105",4.38288696506883
"July 16 2018","273487","Oliver","Cat","Domestic Shorthair",NA,"98105",5.07985729197103
"August 27 2018","434892","Sammi","Cat","Domestic Shorthair",NA,"98105",4.01214529816433
"May 11 2018","282940","Lucy","Cat","Domestic Shorthair",NA,"98105-6101",4.51881963444086
"April 17 2018","S142227","Margot","Dog","Australian Shepherd","Mix","98106",18.2413190867847
"November 01 2016","82266","Gwen","Dog","Terrier, American Pit Bull","Retriever, Labrador","98106",10.2060158186813
"December 23 2015","560448","Lou","Dog","Pug","Beagle","98106",23.3582728024314
"November 05 2018","730949","Cassie","Dog","Retriever, Labrador","Australian Shepherd","98106",22.241596703644
"May 23 2018","S130834","Jager","Dog","Terrier, Pit Bull",NA,"98106",13.0634356801344
"May 10 2018","S131348","Sam","Dog","Australian Shepherd",NA,"98106",12.4876514938332
"February 07 2017","80904","Cowboy","Dog","Retriever, Golden",NA,"98106",23.2245735752095
"December 05 2018","S124117","Suzy Q","Dog","Beagle","Mix","98106",28.8468344454916
"June 07 2016","S101088","Raphael","Dog","Poodle, Miniature","Mix","98106",21.5692229256695
"March 24 2018","S118149","Dinko","Dog","Terrier","Mix","98106",16.8305559000858
"February 26 2018","S141106","Jake","Dog","Terrier, American Pit Bull","Dachshund, Standard Smooth Haired","98106",18.3413336808689
"November 16 2018","S146565","Cedar","Dog","Terrier, Pit Bull",NA,"98106",3.53985140549484
"May 23 2017","S131146","Kaehu","Dog","Chihuahua, Short Coat",NA,"98106",34.3205203947227
"July 27 2017","359737","Millie","Dog","German Shepherd","Australian Shepherd","98106",21.4703945719955
"May 22 2018","S113638","Dobbie","Dog","Terrier, Yorkshire",NA,"98106",21.1088962677335
"February 28 2017","86226","Abbey","Dog","Xoloitzcuintli",NA,"98106",23.1073973667678
"November 16 2018","S123011","Sandy","Dog","Terrier","Mix","98106",21.5431314139796
"May 30 2018","961032","Labowski","Dog","Rottweiler","Weimaraner","98106",14.177106750432
"September 20 2017","S135983","Jasper","Dog","Australian Kelpie",NA,"98106",18.7378324868754
"August 02 2018","581864","Sampagita","Dog","Maltese","Poodle, Miniature","98106",21.4226258115024
"November 03 2016","S123991","Dragon","Dog","Retriever, Labrador",NA,"98106",22.6817844440732
"April 03 2018","S142137","Penny","Dog","Pointer, German Shorthaired","Pointer, German Shorthaired","98106",20.4275384544106
"May 25 2018","S144134","Cassie","Dog","Boxer","Mix","98106",19.01109927171
"March 27 2018","140041","Chloe","Dog","Chihuahua, Short Coat",NA,"98106",24.035541102564
"October 03 2018","S146053","Dude","Dog","Terrier, American Staffordshire","Mix","98106",27.9465876798891
"February 09 2018","S119504","Juno","Dog","Hound","Beagle","98106",23.4968376318976
"April 07 2017","211206","Gracie","Dog","Poodle, Miniature","Mix","98106",19.0731078661771
"January 20 2018","29770","Logan","Dog","Spaniel, English Springer",NA,"98106",22.5116444041082
"January 23 2018","S139892","Baxter","Dog","Schnauzer, Miniature",NA,"98106",15.4630478589941
"October 25 2017","821150","Macho","Dog","Dachshund, Standard Smooth Haired","Chihuahua, Short Coat","98106",14.2645886737219
"April 04 2017","S129433","Ferdinand","Dog","Dachshund, Standard Smooth Haired",NA,"98106",16.4798496064203
"August 08 2017","580657","Jensina","Dog","Chihuahua, Short Coat",NA,"98106",11.96405572944
"May 25 2018","S144151","Joey","Dog","Dachshund, Standard Smooth Haired","Chihuahua, Short Coat","98106",20.8656645288177
"November 19 2018","8002945","Ginger","Dog","Pomeranian",NA,"98106",18.4137165980333
"January 25 2018","S139193","Benny","Dog","Chihuahua, Short Coat","Terrier, Pit Bull","98106",10.1046693411709
"December 29 2017","S139176","Jack","Dog","Terrier, Staffordshire Bull","Terrier, Jack Russell","98106",20.9213121410834
"December 13 2016","S125955","Josie","Dog","Terrier, Fox, Smooth","Terrier, Boston","98106",14.6373067019992
"October 11 2018","723787","Spud","Dog","Retriever, Labrador","Mix","98106",28.0129837096353
"November 05 2018","730950","Lilly","Dog","Retriever, Labrador","Mix","98106",23.5086175887405
"November 19 2018","8002975","Jackson","Dog","Boxer","Mix","98106",12.3581441336653
"December 17 2018","8003923","Eva","Dog","Retriever, Golden",NA,"98106",20.1315103243885
"September 27 2018","730678","Saru","Dog","Schnauzer, Standard",NA,"98106",27.4915334615993
"November 24 2018","8003170","Mia","Dog","Lhasa Apso","Mix","98106",24.9519345451359
"May 18 2018","S144012","Keibi","Dog","Shih Tzu",NA,"98106",21.5557845891231
"July 05 2017","442650","Madison","Dog","Australian Cattle Dog","Pointer, German Shorthaired","98106",17.7151208886747
"February 02 2017","30073","Maya","Dog","Welsh Corgi, Pembroke",NA,"98106",31.1478738854383
"July 05 2017","358386","Maia","Dog","Border Collie","Australian Shepherd","98106",16.8516397023617
"April 13 2018","S118011","Yoda","Dog","Australian Cattle Dog","Mix","98106",23.78114565003
"July 02 2018","731728","Jackson","Dog","Pug",NA,"98106",27.8571451252887
"December 08 2018","S150179","Hammy","Dog","Border Collie","Mix","98106",8.18271178143954
"August 22 2017","583649","Fry","Dog","Whippet","Terrier, Jack Russell","98106",32.0981871185905
"June 12 2018","S144694","Angel","Dog","Australian Shepherd",NA,"98106",21.0797448750885
"May 01 2018","216147","Detritus","Dog","Papillon",NA,"98106",NA
"March 19 2018","138666","Heidi","Dog","Schnauzer, Miniature","Shih Tzu","98106",17.8901604093786
"February 23 2018","433036","Klaus","Cat","Domestic Shorthair",NA,"98106",5.09002855682399
"October 13 2017","S104062","Lucy","Cat","Domestic Shorthair","Mix","98106",4.55829927206903
"May 30 2018","142286","Barney","Cat","LaPerm",NA,"98106",4.12786437259045
"January 23 2018","732825","Woody","Cat","Domestic Medium Hair",NA,"98106",3.99316757296506
"November 23 2018","8003137","Valentine","Cat","Domestic Shorthair",NA,"98106",4.40614168532781
"April 18 2017","204884","Nod","Cat","Domestic Shorthair",NA,"98106",4.51380497061342
"April 25 2018","208443","Mitzi","Cat","Domestic Longhair",NA,"98106",4.77389045200808
"October 21 2018","S101014","Smokey","Cat","Domestic Shorthair","Mix","98106",5.48146273224194
"February 07 2018","71467","Missy","Cat","Domestic Shorthair",NA,"98106",4.51685650427997
"December 11 2017","S108054","Opal","Cat","Domestic Medium Hair",NA,"98106",4.92540310439327
"December 01 2017","S107151","Scarlett","Cat","Domestic Shorthair",NA,"98106",4.25270320023653
"December 18 2018","8003950","Herdy","Cat","Domestic Shorthair","Mix","98106",4.59865159400991
"June 09 2018","S142194","Sam","Cat","Domestic Shorthair","Mix","98106",4.52669602225494
"August 19 2018","S146648","Sabrino","Cat","Domestic Shorthair","Mix","98106",4.41251465199567
"March 07 2018","S140912","Shark","Cat","Domestic Shorthair","Mix","98106",4.02098751806369
"May 31 2018","S144346","Henry","Cat","Domestic Medium Hair",NA,"98106",4.64522575035541
"February 12 2018","S139759","Smokey","Cat","Domestic Shorthair","Mix","98106",5.06745229083989
"December 15 2018","S100828","Bitsy","Cat","Domestic Shorthair","Mix","98106",4.7558286604389
"June 08 2018","138601","Buddy","Dog","Retriever, Golden",NA,"98107",22.1145962907721
"February 15 2018","S140638","Goose","Dog","German Shepherd","Retriever, Labrador","98107",10.0646658581085
"July 05 2018","S134098","Finley","Dog","Retriever, Golden",NA,"98107",16.2606645303574
"June 26 2018","S145197","Oslo","Dog","Siberian Husky","Retriever, Labrador","98107",13.0615472086823
"August 23 2017","584502","Bambu","Dog","Dachshund, Standard Smooth Haired","Mix","98107",23.336213854962
"October 21 2018","831877","Bandit","Dog","Australian Shepherd",NA,"98107",28.774335321692
"April 13 2018","S142182","Tucker","Dog","Australian Cattle Dog",NA,"98107",29.3036556831588
"December 05 2017","S138711","Jam","Dog","Australian Cattle Dog",NA,"98107",11.4421057283966
"October 13 2017","214814","Hank","Dog","Terrier, Boston",NA,"98107",8.93186966092821
"May 17 2017","216783","Zeus","Dog","Great Pyrenees","Retriever, Golden","98107",22.1036596154162
"January 06 2018","S139254","Isabel","Dog","Shetland Sheepdog","German Shepherd","98107",21.0741290397831
"January 06 2017","S126063","Tukey","Dog","Mix","Terrier","98107",20.9933648143181
"April 17 2018","S113166","Snuzzy","Dog","Bichon Frise","Shih Tzu","98107",23.3480031736948
"February 13 2018","82485","Tilly","Dog","Bulldog, American","Terrier, American Pit Bull","98107",21.1559914989733
"March 13 2018","S141320","Theo Renshaw","Dog","Poodle, Standard",NA,"98107",12.2905190893022
"November 15 2018","901063","Lucy","Dog","Terrier, Airedale","Retriever, Labrador","98107",26.0632840656026
"October 15 2018","8001879","Leonardo Jino Kirr","Dog","Miniature Pinscher",NA,"98107",25.4084276715916
"November 17 2017","S106240","Rush","Dog","Mastiff","Terrier, American Staffordshire","98107",21.5532295938315
"September 27 2018","8001336","Misty","Dog","Terrier, Boston",NA,"98107",NA
"June 09 2017","958064","AJ","Dog","Terrier","Mix","98107",17.402195981191
"December 11 2018","8003750","Arizona","Dog","Spaniel, American Water","Poodle, Miniature","98107",7.71642404222046
"May 27 2017","444568","Wilson","Dog","Bulldog, French",NA,"98107",16.9296218285985
"June 19 2018","S117054","Hank","Dog","Retriever, Labrador",NA,"98107",25.7950372464677
"October 07 2018","S120866","Thor","Dog","Retriever","Shepherd","98107",21.4473689703619
"May 08 2018","S143524","Shrimp","Dog","Greyhound",NA,"98107",23.255331911523
"May 10 2018","S129425","Maximus","Dog","German Shepherd",NA,"98107",21.3487903200271
"July 24 2017","141524","Luna","Dog","German Shepherd",NA,"98107",26.4270363848049
"April 21 2017","209512","Lucy","Dog","Brittany",NA,"98107",26.5306997563663
"January 17 2018","S139508","Jo","Dog","Mix",NA,"98107",13.4991228467509
"September 12 2017","S135400","Sally","Dog","Terrier, Jack Russell","Mix","98107",17.1631819349632
"December 09 2016","S139214","Ernie","Dog","Poodle, Miniature","Bichon Frise","98107",20.87882165786
"November 16 2018","8002753","Luna","Dog","Chihuahua, Short Coat","Mix","98107",14.2379932082563
"August 08 2017","25621","Zelda","Dog","Terrier","Spaniel","98107",25.9384120082926
"June 01 2018","S130943","Cooper","Dog","Australian Shepherd, Miniature",NA,"98107",21.9317746245854
"July 20 2018","S114050","Pepper","Dog","Retriever, Labrador","Terrier, American Pit Bull","98107",26.5193908841459
"November 26 2018","S118590","Griffey","Dog","Australian Shepherd",NA,"98107",8.00894814115522
"November 19 2018","S123574","Toto","Dog","Schnauzer, Standard","Mix","98107",21.3824437456296
"June 14 2017","S132216","Sesame","Dog","Retriever, Labrador","Poodle, Standard","98107",20.1665276462
"April 14 2018","212175","Baylee","Dog","Beagle",NA,"98107",12.888597857601
"January 30 2018","S111013","Pickles","Dog","Bulldog, English",NA,"98107",12.7747894134734
"October 27 2018","8002254","Patrick","Dog","Havanese","Mix","98107",24.2819742449256
"May 22 2018","138361","Jazz","Dog","Spaniel, English Springer",NA,"98107",17.0363532915177
"November 14 2017","901598","Kenzel","Dog","Spaniel, Cavalier King Charles",NA,"98107",18.4183761875637
"May 16 2018","S120641","Penny","Dog","Poodle, Standard","Retriever, Labrador","98107",14.0218737278196
"July 24 2018","S145251","Birdie","Dog","Poodle, Standard","Old English Sheepdog","98107",23.2130747334919
"February 27 2018","24123","Simon","Dog","Retriever, Labrador","Pug","98107",15.8226562890638
"August 31 2018","S120123","Snoopy","Dog","Whippet","Boxer","98107",23.6219670434092
"April 23 2018","S143079","Leo","Dog","Retriever","Poodle, Standard","98107",26.080605604731
"December 12 2018","S125116","Fionn","Dog","Retriever",NA,"98107",17.5775445777548
"August 02 2018","S146814","Ziggy","Dog","Border Collie","Dachshund, Miniature Long Haired","98107",26.7738717478187
"June 19 2018","S144783","Bessie","Dog","Retriever, Labrador",NA,"98107",22.5931945720392
