v5,v6,kstot,age,male,toomuchscience,solveprob
1313,7,8,40,0,,
1314,7,9,60,0,,
1315,7,9,61,1,2,3
1316,7,12,36,1,3,1
1317,7,7,34,1,,
1318,7,11,15,1,2,0
1319,7,9,30,0,0,0
1321,7,11,47,1,,
1322,7,9,47,1,,
1324,7,11,33,1,,
1325,7,10,38,0,,
1328,7,7,36,1,2,0
1330,7,13,52,1,1,0
1331,7,13,30,1,2,2
1332,7,7,55,1,,
1333,7,7,75,1,2,4
1337,7,10,65,0,1,1
1339,7,11,64,0,,
1340,7,12,70,1,3,1
1341,7,11,38,1,,
1342,7,11,50,1,2,1
1343,7,9,73,1,,
1344,7,13,38,1,2,1
1345,7,11,68,1,3,1
1346,7,11,32,0,,
1348,7,10,50,0,2,1
1349,7,11,49,1,,
1350,7,11,56,1,3,0
1351,7,10,19,0,2,0
1352,7,10,65,0,3,4
1353,7,7,17,0,,
1354,7,9,33,0,3,0
1355,7,11,64,1,,
1357,7,8,62,1,,
1358,7,7,55,0,1,3
1359,7,10,69,0,,
1360,7,10,68,1,,
1361,7,11,74,1,,
1362,7,11,38,1,0,0
1363,7,6,61,1,4,1
1364,7,6,32,0,,
1367,7,13,57,1,,
1368,7,8,65,0,2,2
1369,7,8,29,0,,
1370,7,11,57,1,0,2
1371,7,12,24,1,0,0
1374,7,13,27,1,,
1375,7,8,31,0,0,0
1377,7,10,72,0,2,1
1381,7,8,34,0,,
1382,7,13,57,1,2,0
1384,7,12,38,1,1,0
1386,7,12,41,1,2,0
1387,7,9,59,0,2,0
1389,7,7,40,0,1,0
1391,7,8,35,0,2,1
1392,7,6,72,1,2,2
1396,7,10,26,1,,
1397,7,6,63,1,4,1
1398,7,11,33,0,,
1400,7,9,56,0,2,0
1401,7,11,19,0,,
1402,7,11,35,0,,
1403,7,9,72,0,1,1
1404,7,12,68,1,1,0
1405,7,10,52,0,4,0
1406,7,9,72,0,2,0
1407,7,8,60,0,,
1408,7,6,75,1,3,3
1409,7,7,42,0,,
1410,7,8,50,0,,
1411,7,8,58,1,1,1
1412,7,7,49,0,1,1
1413,7,5,81,0,1,3
1414,7,10,27,0,,
1415,7,12,52,1,0,0
1416,7,7,77,0,,
1417,7,8,37,1,,
1422,7,10,49,1,,
1426,7,5,60,0,,
1427,7,9,57,0,,
1428,7,11,67,1,,
1429,7,8,64,1,,
1430,7,12,32,0,1,1
1431,7,7,33,0,2,1
1433,7,6,50,1,3,2
1434,7,7,39,1,,
1435,7,7,54,1,,
1436,7,5,70,0,3,3
1437,7,9,54,0,,
1439,7,8,73,0,2,1
1442,7,7,80,1,4,1
1443,7,10,85,0,1,1
1444,7,13,80,1,2,3
1445,7,11,34,1,,
1448,7,11,68,0,,
1449,7,10,41,1,,
1453,7,8,44,1,,
1454,7,5,75,0,2,0
1455,7,6,40,0,3,0
1456,7,10,17,0,1,0
1461,7,13,57,1,,
1464,7,4,75,1,,
1465,7,9,40,0,2,0
1466,7,12,56,1,0,1
1467,7,8,59,0,4,0
1468,7,12,67,1,3,1
1474,7,9,20,0,,
1475,7,13,24,0,,
1476,7,13,34,0,2,0
1478,7,13,64,0,3,0
1479,7,13,42,1,2,1
1480,7,11,66,1,,
1481,7,10,66,1,,
1482,7,10,55,0,0,0
1483,7,11,34,0,1,0
1486,7,12,27,1,,
1488,7,13,42,0,,
1489,7,12,60,1,,
1493,7,11,27,1,0,0
1495,7,11,64,0,3,0
1500,7,12,16,1,,
1501,7,8,61,0,3,2
1504,7,13,40,1,,
1505,7,6,56,1,3,1
1506,7,7,65,0,4,1
1507,7,7,75,1,1,0
1509,7,9,83,0,1,0
1510,7,7,72,0,,
1512,7,11,34,1,4,0
1513,7,8,48,1,2,0
1519,7,8,69,1,,
1520,7,12,66,1,2,0
1521,7,10,69,1,,
1524,7,13,56,1,2,3
1525,7,11,57,1,,
1526,7,11,53,0,,
1527,7,8,57,1,0,0
1528,7,13,71,1,0,0
1529,7,11,56,0,,
1530,7,7,70,0,4,1
1531,7,11,76,1,2,0
1532,7,4,60,0,2,2
1533,7,11,63,0,,
1534,7,11,18,1,,
1535,7,12,28,1,,
1537,7,12,58,0,,
1538,7,12,28,1,,
1539,7,8,28,0,3,1
1540,7,13,49,1,,
1541,7,11,71,0,2,1
1542,7,8,49,0,,
1543,7,10,53,1,3,0
1544,7,12,29,1,1,0
1545,7,10,49,0,,
1546,7,4,56,0,3,2
1547,7,10,60,0,3,3
1550,7,10,50,1,0,0
1551,7,10,41,1,,
1553,7,8,30,0,,
1555,7,7,46,0,,
1557,7,11,73,1,,
1558,7,13,24,1,,
1560,7,11,44,0,,
1561,7,10,25,0,2,1
1562,7,12,23,0,,
1563,7,11,21,0,,
1565,7,10,22,1,,
1567,7,11,27,0,,
1569,7,10,30,0,,
1570,7,11,31,0,1,0
1572,7,7,21,0,,
1574,7,11,28,1,,
1576,7,11,17,0,2,1
1579,7,9,25,0,,
1580,7,9,27,0,,
1581,7,8,46,0,,
1583,7,9,25,1,0,1
1584,7,8,68,1,2,2
1585,7,10,65,1,,
1587,7,7,55,1,3,1
1588,7,8,20,1,,
1589,7,9,67,1,2,0
1590,7,8,53,1,,
1592,7,10,35,0,2,1
1593,7,9,63,0,4,0
1594,7,9,51,1,,
1596,7,12,52,1,0,0
1599,7,11,26,0,,
1604,7,5,87,0,3,3
1605,7,7,53,1,4,4
1606,7,8,62,1,0,0
1607,7,9,57,1,2,2
1608,7,8,42,1,2,0
1609,7,13,59,0,,
1610,7,11,59,1,,
1611,7,8,69,0,2,1
1612,7,9,70,0,,
1613,7,8,44,1,2,0
1615,7,5,51,0,1,1
1616,7,6,50,0,1,2
1617,7,11,53,0,4,0
1619,7,11,40,0,0,0
1620,7,13,42,0,0,0
1624,7,6,28,1,,
1625,7,5,32,0,1,0
1626,7,8,60,1,,
1627,7,7,49,1,,
1630,7,10,63,1,,
1631,7,5,42,0,,
1633,7,9,36,0,3,0
1634,7,11,28,1,2,1
1635,7,7,77,1,,
1636,7,9,47,0,,
1637,7,7,62,0,,
1638,7,9,35,1,3,0
1639,7,9,62,1,2,2
1641,7,10,64,0,2,3
1642,7,9,63,0,2,0
1643,7,11,27,0,,
1644,7,13,49,1,,
1647,7,9,43,0,3,0
1648,7,9,40,1,2,0
1650,7,5,25,1,3,1
1651,7,7,35,1,3,4
1653,7,11,19,0,,
1654,7,8,23,0,0,0
1655,7,8,40,0,1,0
1656,7,12,48,1,,
1658,7,7,34,1,,
1659,7,8,48,0,,
1661,7,12,79,1,1,0
1662,7,10,84,0,,
1664,7,8,21,1,,
1668,7,8,37,0,1,1
1669,7,7,29,1,1,0
1670,7,8,36,1,,
1671,7,9,28,0,,
1673,7,11,50,0,,
1675,7,13,45,0,0,0
1678,7,11,24,1,1,2
1679,7,7,36,0,,
1681,7,8,58,0,,
1682,7,11,48,1,0,0
1683,7,11,52,1,,
1685,7,9,61,1,,
1687,7,12,24,1,3,0
1688,7,13,54,1,,
1689,7,8,47,0,,
1694,7,13,40,0,,
1696,7,8,28,1,1,2
1697,7,9,29,0,,
1702,7,10,24,1,3,0
1706,7,8,21,0,4,0
1707,7,10,31,0,,
1708,7,12,24,1,,
1710,7,7,60,1,0,1
1712,7,12,46,0,,
1713,7,8,55,0,1,0
1714,7,11,54,1,,
1719,7,9,65,1,,
1721,7,12,42,1,,
1726,7,12,47,1,,
1727,7,10,72,1,0,1
1729,7,8,39,0,,
1732,7,8,43,1,1,1
1734,7,13,41,1,,
1735,7,9,41,0,2,0
1736,7,9,60,0,3,
1737,7,6,83,1,1,3
1738,7,13,35,1,0,0
1740,7,8,19,0,,
1741,7,11,54,1,,
1744,7,10,31,1,1,2
1745,7,12,50,1,,
1746,7,13,30,1,1,1
1748,7,10,33,0,,
1749,7,9,59,1,3,0
1750,7,7,22,0,0,0
1751,7,11,62,0,,
1752,7,9,50,0,,
1753,7,10,42,0,3,0
1755,7,12,21,1,3,0
1756,7,8,36,0,4,0
1760,7,6,32,0,2,2
1763,7,6,56,0,,
1766,7,12,31,0,,
1767,7,10,28,1,2,2
1769,7,9,16,1,,
1770,7,13,36,0,1,3
1771,7,5,59,0,2,3
1772,7,8,65,0,,
1777,7,7,29,0,3,0
1780,7,6,55,1,2,1
1783,7,9,49,1,,
1786,7,11,34,0,2,0
1787,7,12,36,0,2,0
1790,7,4,39,1,2,2
1791,7,10,60,0,,
1792,7,7,59,1,,
1795,7,8,32,0,,
1796,7,12,47,0,3,0
1797,7,11,48,0,,
1798,7,10,54,1,,
1799,7,11,42,0,,
1800,7,7,71,0,,
1801,7,13,71,1,,
1804,7,12,40,1,1,2
1806,7,8,81,0,1,1
1807,7,5,75,0,,
1808,7,11,74,1,,
1809,7,9,77,0,2,1
1811,7,10,54,1,0,0
1812,7,13,55,1,,
1813,7,11,41,1,1,0
1814,7,10,38,1,,
1816,7,9,43,0,,
1817,7,10,18,0,,
1818,7,8,42,0,,
1822,7,12,48,0,2,1
1823,7,8,40,0,,
1825,7,13,30,1,1,3
1826,7,13,28,0,,
1827,7,9,28,1,1,0
1828,7,11,37,1,0,0
1830,7,8,39,0,1,0
1831,7,13,48,1,,
1832,7,9,72,0,,
1833,7,10,38,0,3,0
1834,7,12,66,0,0,0
1835,7,8,63,1,4,0
1836,7,11,26,1,0,0
1837,7,13,61,1,2,1
1838,7,11,50,1,,
1839,7,10,52,0,,
1840,7,12,37,0,,
1842,7,13,57,0,2,0
1843,7,11,27,1,0,1
1844,7,8,60,1,4,0
1845,7,7,32,1,,
1846,7,9,64,0,1,0
1847,7,10,55,1,,
1848,7,10,49,1,,
1849,7,12,65,1,,
1852,7,10,39,0,,
1853,7,10,45,0,1,0
1854,7,11,70,0,,
1855,7,7,53,1,,
1858,7,8,42,0,0,0
1859,7,9,45,0,2,3
1867,7,9,50,1,1,0
1871,7,10,46,0,3,0
1872,7,13,67,1,3,2
1875,7,10,62,1,,
1877,7,10,69,0,,
1878,7,7,65,0,,
1879,7,10,51,0,1,1
1880,7,8,58,0,,
1881,7,9,42,0,0,0
1884,7,9,62,1,,
1886,7,12,61,1,0,2
1889,7,11,61,1,1,1
1891,7,9,46,0,,
1894,7,8,36,1,,
1896,7,11,31,1,,
1897,7,12,38,0,0,1
1898,7,11,19,1,3,4
1900,7,5,22,0,0,0
1901,7,13,22,1,,
1903,7,11,29,1,3,1
1904,7,9,40,0,,
1905,7,8,44,0,0,0
1906,7,8,60,1,1,0
1908,7,4,71,0,3,1
1909,7,9,69,1,,
1910,7,13,65,0,0,0
1911,7,9,66,1,,
1912,7,9,64,1,,
1913,7,12,33,0,,
1914,7,12,72,1,,
1916,7,9,62,0,3,1
1918,7,10,42,1,4,0
1919,7,12,63,1,,
1921,7,12,41,1,,
1922,7,9,31,1,,
1924,7,8,45,1,1,1
1925,7,12,69,1,,
1927,7,9,67,1,3,3
1930,7,9,20,0,,
1931,7,7,35,1,1,2
1937,7,11,47,0,,
1939,7,11,44,1,,
1940,7,10,47,1,,
1943,7,10,78,0,3,3
1944,7,10,52,1,1,2
1946,7,10,51,0,,
1947,7,8,70,0,,
1950,7,10,34,1,,
1951,7,10,55,0,2,0
1952,7,12,18,0,,
1953,7,8,31,1,2,1
1954,7,10,25,0,,
1956,7,10,67,0,,
1957,7,10,36,1,3,0
1959,7,10,77,0,,0
1961,7,13,35,1,1,1
1963,7,9,65,1,,
1964,7,12,71,0,2,1
1965,7,10,58,1,1,0
1966,7,13,48,1,,
1968,7,11,52,0,2,0
1973,7,12,59,1,,
1974,7,12,56,1,3,2
1975,7,11,42,1,,
1978,7,12,79,0,,
1979,7,11,51,0,1,0
1980,7,10,58,1,,
1984,7,11,23,1,1,0
1985,7,10,39,0,3,1
1986,7,8,21,0,0,0
1988,7,11,26,0,2,0
1990,7,7,58,1,2,3
1992,7,9,35,1,,
1993,7,12,37,1,,
1994,7,8,20,0,4,1
1995,7,7,63,1,2,3
1996,7,9,51,1,4,0
1997,7,6,43,0,,
1998,7,7,33,1,,
1999,7,12,32,1,0,2
2001,7,6,61,1,,
2003,7,8,65,0,1,0
2004,7,13,59,1,4,1
2006,7,12,47,0,,
2007,7,10,26,0,,
2010,7,10,72,0,,
2020,7,11,54,0,,
2023,7,8,31,1,4,0
2024,7,12,54,1,,
2026,7,9,31,0,,
2029,7,8,85,0,4,1
2031,7,13,35,1,,
2032,7,13,47,1,1,0
2033,7,13,55,1,3,1
2037,7,11,55,0,,
2038,11,11,22,0,2,1
2040,11,12,40,1,2,1
2041,11,13,26,0,1,0
2042,11,11,37,1,4,3
2043,11,6,63,0,0,1
2044,11,10,37,0,1,1
2045,11,11,55,0,2,1
2046,11,6,37,0,1,1
2047,11,6,59,0,0,1
2048,11,7,19,1,3,1
2050,11,11,19,1,4,1
2054,11,10,17,1,0,3
2058,11,9,43,0,4,3
2059,11,6,45,1,3,2
2060,11,7,43,0,4,3
2061,11,8,42,0,4,3
2062,11,9,46,0,3,4
2063,11,7,65,0,1,2
2064,11,7,78,1,3,1
2065,11,6,77,1,2,3
2066,11,9,72,0,1,2
2068,11,5,36,0,2,2
2072,11,7,28,1,4,3
2073,11,9,68,1,2,2
2074,11,7,53,1,2,2
2075,11,10,26,0,2,1
2076,11,9,43,0,3,2
2077,11,7,32,1,3,3
2078,11,9,43,0,2,2
2079,11,10,32,0,3,4
2080,11,9,48,0,1,4
2081,11,9,39,0,1,2
2082,11,8,55,1,2,2
2083,11,7,56,0,3,2
2084,11,8,55,1,1,1
2085,11,5,64,1,1,3
2086,11,8,49,1,2,2
2087,11,9,21,1,3,3
2088,11,7,50,1,4,1
2089,11,3,68,0,3,3
2090,11,8,45,0,3,1
2091,11,5,66,0,3,1
2092,11,7,80,1,2,3
2093,11,7,43,0,2,3
2094,11,2,70,0,4,3
2095,11,9,41,1,4,3
2098,11,8,61,1,2,1
2100,11,9,47,1,3,2
2102,11,11,22,0,2,1
2103,11,9,65,0,1,3
2104,11,10,75,0,1,1
2106,11,8,33,0,2,2
2108,11,11,24,1,3,1
2109,11,10,27,1,3,3
2110,11,5,60,0,0,0
2111,11,9,29,1,3,2
2112,11,8,18,1,3,1
2113,11,8,61,1,4,1
2114,11,10,20,1,4,4
2115,11,9,26,1,4,3
2116,11,11,22,1,4,3
2117,11,5,60,1,3,1
2120,11,8,35,0,2,1
2121,11,9,29,0,1,4
2122,11,6,48,1,2,4
2123,11,7,35,0,2,2
2124,11,10,21,0,4,1
2125,11,9,38,0,1,2
2126,11,9,25,1,4,0
2127,11,8,60,0,4,3
2128,11,10,28,1,4,4
2129,11,9,15,0,4,3
2130,11,10,44,0,1,1
2131,11,9,43,1,4,3
2132,11,7,42,1,1,0
2133,11,8,24,0,1,1
2134,11,10,31,1,2,2
2135,11,7,29,0,0,1
2137,11,11,35,1,3,1
2138,11,8,18,0,2,0
2139,11,8,43,1,0,0
2140,11,10,59,1,4,0
2141,11,10,24,0,1,0
2143,11,9,17,1,4,3
2144,11,8,37,0,1,0
2146,11,10,22,1,2,2
2147,11,7,62,0,4,4
2149,11,10,66,1,3,3
2151,11,9,58,1,4,2
2152,11,6,29,0,1,2
2153,11,7,65,1,1,3
2154,11,8,21,1,2,4
2155,11,11,33,1,3,4
2156,11,5,47,0,4,2
2157,11,8,18,1,4,1
2158,11,7,66,0,0,0
2163,11,7,42,0,1,3
2166,11,8,26,1,3,4
2167,11,11,58,1,4,2
2168,11,8,27,1,2,1
2169,11,9,19,1,4,4
2170,11,8,42,0,4,1
2171,11,8,60,1,4,4
2172,11,5,76,1,4,0
2173,11,5,69,1,4,3
2174,11,7,59,1,0,0
2175,11,6,65,1,4,2
2176,11,11,33,1,2,2
2177,11,12,30,0,3,3
2178,11,8,53,0,3,2
2179,11,11,32,1,3,2
2180,11,11,32,0,2,1
2181,11,6,41,1,3,3
2182,11,11,29,0,3,2
2183,11,3,80,0,0,4
2184,11,5,69,0,3,3
2185,11,10,35,0,3,2
2186,11,12,31,0,2,2
2187,11,11,18,1,2,2
2188,11,10,30,1,3,4
2189,11,4,63,1,1,4
2190,11,8,20,1,4,4
2191,11,10,40,0,3,1
2192,11,9,74,0,3,1
2193,11,8,29,0,2,1
2194,11,9,32,0,2,1
2195,11,10,29,0,1,2
2196,11,8,55,0,2,0
2197,11,7,63,0,3,3
2198,11,7,21,1,3,4
2199,11,4,79,0,2,1
2202,11,2,72,0,0,3
2203,11,5,79,0,2,4
2207,11,7,55,1,2,1
2210,11,7,44,1,1,0
2211,11,7,47,0,1,2
2213,11,11,36,0,2,2
2214,11,10,19,1,2,4
2215,11,9,56,0,1,3
2217,11,5,65,0,4,4
2218,11,4,69,0,2,2
2219,11,11,15,1,2,2
2221,11,8,46,0,1,1
2223,11,10,23,1,3,1
2224,11,6,63,0,0,4
2225,11,8,70,1,2,0
2226,11,8,40,0,2,1
2227,11,12,27,1,2,2
2228,11,10,21,0,3,3
2229,11,11,25,1,2,1
2230,11,12,24,1,4,1
2231,11,10,22,0,3,1
2232,11,9,33,0,2,3
2233,11,12,18,1,1,0
2234,11,13,22,0,1,1
2235,11,9,37,1,1,0
2237,11,10,55,1,1,0
2238,11,6,29,0,2,3
2239,11,10,38,0,1,2
2240,11,11,22,0,2,0
2242,11,11,40,1,4,2
2244,11,12,38,0,2,1
2245,11,9,34,0,0,0
2246,11,12,58,1,4,3
2248,11,5,38,0,1,4
2250,11,3,51,0,2,2
2252,11,12,50,1,4,0
2253,11,9,20,0,2,0
2254,11,8,45,0,2,0
2256,11,6,43,0,0,0
2257,11,10,25,0,2,1
2258,11,4,29,0,2,4
2259,11,13,19,1,1,0
2260,11,8,33,0,0,1
2261,11,11,29,1,3,4
2262,11,9,23,1,3,3
2263,11,4,54,0,2,2
2264,11,6,36,0,3,1
2265,11,9,27,1,2,3
2266,11,11,42,1,3,1
2267,11,8,16,1,2,2
2271,11,6,17,1,,4
2272,11,4,85,1,4,
2273,11,8,34,1,4,3
2279,11,6,63,0,0,
2280,11,6,59,1,2,3
2281,11,5,73,0,3,3
2282,11,8,58,1,1,2
2283,11,9,74,1,3,3
2284,11,5,38,0,2,1
2285,11,8,41,0,2,3
2287,11,6,36,0,0,2
2288,11,4,39,0,0,1
2289,11,3,80,1,1,4
2291,11,3,51,0,0,1
2292,11,6,23,1,0,4
2296,11,5,63,1,3,3
2300,11,9,34,1,1,0
2301,11,6,36,0,1,2
2302,11,4,58,0,1,2
2303,11,9,34,0,2,2
2304,11,4,65,0,2,2
2305,11,6,60,1,0,0
2306,11,9,31,0,0,0
2307,11,9,39,0,0,1
2308,11,9,43,0,0,4
2309,11,8,62,0,3,2
2310,11,12,31,0,2,2
2311,11,8,43,0,2,3
2312,11,8,70,1,2,2
2314,11,10,67,0,2,2
2315,11,9,22,1,2,2
2316,11,10,45,0,2,2
2317,11,7,24,0,2,2
2319,11,9,31,0,3,3
2320,11,9,54,0,3,2
2321,11,7,32,0,2,3
2322,11,10,47,0,1,1
2323,11,6,35,1,0,2
2330,11,12,42,0,1,1
2331,11,5,65,0,0,1
2335,11,6,34,0,1,
2336,11,12,24,0,1,0
2337,11,6,77,1,1,1
2338,11,8,45,0,2,2
2341,11,8,69,1,1,2
2342,11,8,49,0,2,1
2343,11,7,55,1,3,4
2344,11,5,57,1,1,1
2345,11,9,30,1,2,2
2346,11,7,33,1,1,3
2347,11,12,27,0,3,1
2351,11,3,65,0,1,3
2354,11,5,49,0,3,2
2355,11,4,50,1,2,2
2356,11,4,79,1,3,2
2357,11,7,19,0,3,3
2358,11,7,39,0,3,3
2359,11,3,65,0,2,3
2360,11,6,41,0,1,3
2366,11,9,36,1,3,1
2367,11,9,27,1,3,0
2368,11,7,42,1,4,1
2370,11,5,76,1,3,2
2371,11,8,37,0,4,0
2372,11,7,48,1,4,1
2373,11,10,72,0,3,3
2376,11,11,58,1,3,4
2378,11,11,34,0,3,2
2383,11,4,78,1,3,3
2387,11,6,72,0,1,1
2388,11,11,54,0,2,3
2389,11,9,63,1,4,4
2390,11,12,31,0,3,1
2391,11,10,62,1,1,3
2392,11,9,78,1,4,3
2395,11,13,40,1,3,1
2396,11,12,44,1,3,0
2397,11,8,39,0,3,2
2398,11,10,21,1,1,0
2399,11,10,55,1,2,0
2400,11,12,19,0,3,0
2401,11,5,18,0,0,1
2402,11,10,27,0,2,1
2403,11,8,34,0,3,0
2404,11,5,82,1,1,2
2405,11,6,60,0,3,3
2409,11,5,22,1,3,3
2410,11,9,46,0,3,2
2411,11,6,51,0,1,3
2412,11,9,40,1,3,0
2413,11,11,16,1,0,2
2415,11,10,20,0,3,2
2416,11,10,21,0,3,2
2417,11,12,60,1,3,2
2418,11,11,56,1,4,1
2419,11,11,19,0,4,3
2420,11,9,75,0,3,1
2421,11,10,20,0,2,1
2424,11,8,31,0,0,2
2426,11,10,20,1,2,0
2429,11,10,31,1,4,2
2431,11,10,36,0,4,3
2432,11,8,32,0,1,3
2433,11,9,52,0,4,3
2435,11,8,24,0,0,3
2436,11,11,15,0,3,0
2437,11,6,24,1,2,1
2438,11,9,26,1,3,2
2441,11,8,34,0,0,0
2447,11,11,52,1,2,2
2448,11,10,48,1,4,0
2449,11,9,36,1,4,0
2450,11,4,40,0,4,4
2451,11,11,26,0,4,3
2452,11,8,27,1,2,4
2455,11,9,70,1,4,1
2457,11,4,71,0,1,4
2458,11,6,51,0,1,1
2459,11,8,65,1,0,3
2460,11,7,33,0,2,0
2461,11,10,30,0,4,0
2466,11,5,47,0,3,4
2467,11,5,73,0,0,1
2472,11,7,83,0,1,3
2473,11,9,39,0,3,1
2474,11,10,49,1,1,1
2475,11,9,24,1,3,2
2476,11,8,24,0,1,1
2477,11,11,17,1,3,2
2478,11,7,40,0,1,1
2495,11,2,55,1,4,4
2496,11,6,35,1,3,2
2497,11,7,41,1,4,2
2500,11,10,41,0,3,2
2501,11,5,57,0,4,3
2502,11,9,58,0,3,1
2503,11,4,54,0,1,3
2504,11,4,57,0,2,1
2507,11,10,38,1,0,0
2515,11,7,40,1,1,0
2517,11,4,49,0,2,1
2518,11,10,38,1,2,0
2519,11,10,22,1,3,4
2520,11,12,22,0,4,2
2521,11,8,23,1,4,0
2522,11,8,44,0,4,3
2523,11,7,29,0,4,1
2525,11,6,28,0,0,4
2526,11,9,37,0,2,1
2527,11,2,67,1,4,4
2528,11,5,20,1,4,4
2531,11,5,41,0,2,0
2532,11,8,36,0,3,3
2533,11,8,29,0,3,1
2534,11,8,28,1,3,3
2536,11,7,20,1,2,3
2538,11,5,16,0,,
2539,11,12,31,1,,
2540,11,6,42,0,,
2542,11,11,22,0,,
2543,11,10,48,1,,
2544,11,8,27,0,,
2545,11,11,33,1,,
2547,11,9,38,0,,
2548,11,6,30,1,,
2549,11,5,28,0,,
2550,11,9,34,1,,
2551,11,5,28,1,,
2552,11,8,15,1,,
2553,11,11,42,0,,
2554,11,12,46,1,,
2556,11,10,30,0,,
2557,11,9,15,1,,
2558,11,9,70,0,,
2559,11,12,76,1,,
2560,11,8,58,0,,
2561,11,6,56,0,,
2562,11,5,43,0,,
2563,11,6,79,1,,
2565,11,5,41,1,,
2566,11,7,77,0,,
2567,11,3,53,1,,
2571,11,12,62,1,,
2573,11,11,46,1,,
2574,11,10,46,0,,
2575,11,9,56,1,,
2576,11,8,50,0,,
2577,11,9,25,1,,
2578,11,9,36,0,,
2579,11,7,35,1,,
2580,11,7,57,0,,
2582,11,8,44,0,,
2583,11,7,27,0,,
2584,11,8,26,1,,
2585,11,6,19,0,,
2586,11,4,68,1,,
2587,11,7,41,1,,
2589,11,7,80,1,,
2590,11,6,32,0,,
2591,11,4,27,0,,
2592,11,12,24,1,,
2593,11,8,63,1,,
2594,11,7,50,0,,
2595,11,7,44,1,,
2596,11,3,80,1,,
2597,11,5,15,0,,
2598,11,8,26,0,,
2599,11,9,21,1,,
2603,11,10,44,1,,
2604,11,11,51,1,,
2605,11,9,22,1,,
2606,11,8,19,0,,
2607,11,8,60,1,,
2608,11,4,26,1,,
2610,11,11,75,1,,
2611,11,9,77,1,,
2612,11,10,28,1,,
2613,11,8,63,0,,
2614,11,10,21,0,,
2615,11,10,35,0,,
2616,11,5,25,0,,
2617,11,10,16,0,,
2618,11,5,56,0,,
2619,11,10,67,0,,
2620,11,9,42,0,,
2621,11,7,36,0,,
2622,11,5,80,0,,
2623,11,10,38,0,,
2624,11,11,57,0,,
2625,11,9,23,1,,
2626,11,7,65,0,,
2627,11,8,68,0,,
2628,11,8,65,0,,
2629,11,11,25,1,,
2630,11,11,18,0,,
2631,11,9,56,0,,
2632,11,8,34,0,,
2633,11,11,43,0,,
2634,11,11,27,0,,
2637,11,5,58,1,,
2640,11,10,26,1,,
2641,11,5,29,0,,
2642,11,9,32,0,,
2643,11,9,36,1,,
2644,11,9,51,1,,
2645,11,10,35,1,,
2647,11,4,82,1,,
2648,11,11,28,1,,
2649,11,10,23,0,,
2650,11,10,40,0,,
2651,11,10,26,1,,
2652,11,8,45,0,,
2653,11,11,28,0,,
2654,11,12,50,1,,
2655,11,5,51,0,,
2656,11,10,45,1,,
2657,11,6,75,1,,
2659,11,8,67,1,,
2661,11,5,59,0,,
2666,11,9,36,0,,
2667,11,9,59,0,,
2668,11,6,81,1,,
2669,11,6,25,0,,
2670,11,7,45,0,,
2671,11,8,74,0,,
2672,11,6,80,1,,
2673,11,2,76,0,,
2674,11,11,39,0,,
2675,11,6,45,0,,
2676,11,12,35,0,,
2678,11,11,31,0,,
2679,11,8,43,0,,
2680,11,10,33,0,,
2681,11,9,35,1,,
2682,11,10,23,0,,
2683,11,8,67,1,,
2684,11,3,72,0,,
2686,11,11,60,1,,
2687,11,11,23,1,,
2688,11,9,50,1,,
2689,11,10,39,0,,
2690,11,9,66,1,,
2691,11,6,76,0,,
2692,11,9,38,0,,
2693,11,6,33,0,,
2694,11,7,22,1,,
2695,11,9,63,1,,
2696,11,8,43,0,,
2697,11,7,61,0,,
2698,11,10,34,0,,
2699,11,12,28,1,,
2701,11,6,48,1,,
2705,11,7,35,1,,
2706,11,10,40,0,,
2707,11,8,38,1,,
2708,11,8,65,0,,
2710,11,7,15,0,,
2711,11,2,29,0,,
2712,11,10,24,0,,
2713,11,3,25,0,,
2714,11,8,27,0,,
2716,11,5,76,1,,
2717,11,2,72,0,,
2718,11,5,79,1,,
2719,11,11,23,0,,
2720,11,11,53,1,,
2722,11,9,19,1,,
2723,11,11,19,1,,
2724,11,8,43,0,,
2725,11,9,28,1,,
2727,11,11,22,1,,
2728,11,13,22,1,,
2730,11,9,19,0,,
2731,11,7,70,1,,
2732,11,8,28,0,,
2733,11,12,18,0,,
2734,11,10,20,1,,
2735,11,5,64,0,,
2737,11,6,60,0,,
2738,11,6,75,0,,
2739,11,11,22,0,,
2741,11,11,23,0,,
2742,11,10,49,0,,
2743,11,11,37,0,,
2744,11,12,48,0,,
2745,11,12,30,1,,
2746,11,10,42,1,,
2749,11,9,48,1,,
2750,11,9,38,0,,
2751,11,13,42,0,,
2752,11,9,59,1,,
2753,11,13,28,0,,
2754,11,13,64,1,,
2755,11,11,43,0,,
2756,11,8,54,1,,
2757,11,5,35,0,,
2758,11,9,17,1,,
2759,11,11,20,0,,
2760,11,11,20,0,,
2761,11,9,30,1,,
2762,11,10,48,0,,
2763,11,5,46,0,,
2764,11,7,39,0,,
2765,11,10,17,0,,
2766,11,9,52,0,,
2767,11,3,21,1,,
2768,11,8,55,0,,
2769,11,13,19,1,,
2772,11,9,46,1,,
2774,11,3,70,0,,
2775,11,10,42,1,,
2776,11,6,80,0,,
2777,11,7,50,1,,
2778,11,4,24,0,,
2779,11,9,33,1,,
2780,11,8,30,1,,
2784,11,4,33,1,,
2786,11,6,42,0,,
2787,11,7,18,1,,
2788,11,8,58,1,,
2789,11,6,22,0,,
2791,11,4,37,1,,
