ID,FOMO,Age,Gender,N,E,O,A,C
2843,20,25,Female,26,31,44,28,35
2844,25,30,Female,30,34,33,29,31
2845,29,47,Female,19,31,35,29,32
2846,26,48,Female,17,23,46,37,25
2847,26,20,Female,23,17,47,36,25
2848,28,32,Female,22,30,31,31,29
2849,18,44,Female,32,26,39,36,41
2850,29,24,Female,25,28,31,28,28
2851,17,39,Female,10,21,45,31,21
2852,16,26,Female,25,20,38,33,42
2853,22,36,Female,30,16,30,33,36
2854,18,53,Female,19,26,39,33,34
2855,28,23,Female,26,35,36,26,28
2856,26,21,Female,23,27,37,36,36
2857,18,41,Female,27,31,39,35,30
2858,25,32,Female,26,40,43,23,42
2859,29,36,Female,32,21,29,29,38
2860,15,49,Female,22,33,29,27,31
2861,29,38,Female,15,31,40,31,28
2862,44,31,Female,25,27,42,38,23
2863,30,37,Female,15,33,41,31,28
2864,28,28,Female,20,27,38,34,23
2865,23,30,Female,15,31,36,25,23
2866,26,44,Female,24,25,40,33,29
2867,26,36,Female,17,36,38,29,28
2868,19,33,Female,17,29,32,25,30
2869,26,45,Female,25,23,31,33,32
2870,25,39,Female,31,13,31,41,38
2871,27,26,Female,15,39,46,32,28
2872,25,35,Female,33,24,38,35,29
2873,35,27,Female,22,28,44,31,32
2874,34,13,Female,20,25,36,30,13
2875,20,33,Female,24,24,35,31,29
2876,24,39,Female,24,26,43,32,32
2877,25,53,Female,27,24,40,40,37
2878,21,37,Female,16,34,35,32,31
2879,21,42,Female,18,23,41,31,19
2880,27,34,Female,18,27,31,28,18
2881,15,29,Female,24,25,38,34,35
2882,27,51,Female,24,29,37,33,38
2883,29,25,Female,36,22,33,34,36
2884,31,45,Female,26,23,36,27,31
2885,25,47,Female,25,27,32,31,26
2886,32,37,Female,29,22,32,24,29
2887,24,24,Female,30,27,39,39,41
2888,20,36,Female,27,29,32,29,42
2889,17,52,Female,18,33,40,31,36
2890,25,36,Female,30,27,46,32,33
2891,31,26,Female,26,22,47,29,35
2892,29,42,Female,26,26,28,25,33
2893,28,28,Female,16,33,40,27,21
2894,27,33,Female,23,35,39,20,36
2895,23,37,Female,24,23,38,36,35
2896,26,25,Female,28,32,42,33,42
2897,28,32,Female,32,26,43,40,32
2898,23,18,Female,32,32,39,32,29
2899,25,43,Female,11,26,46,31,39
2900,32,42,Female,31,32,36,33,39
2901,36,27,Female,27,32,41,34,16
2902,25,38,Female,27,25,33,34,21
2903,19,32,Female,31,22,28,24,38
2904,19,34,Female,24,37,41,33,34
2905,30,19,Female,24,33,34,23,22
2906,11,29,Female,24,35,29,24,35
2907,25,17,Female,23,31,30,26,23
2908,18,28,Female,20,26,29,37,25
2909,34,25,Female,19,26,44,37,20
2910,39,26,Female,38,26,21,24,30
2911,28,42,Female,18,23,31,22,36
2912,19,36,Female,35,34,41,35,41
2913,21,33,Female,22,30,38,39,29
2914,17,21,Female,25,23,45,30,30
2915,33,18,Female,28,37,45,38,28
2916,31,26,Female,28,27,35,24,24
2917,29,17,Female,30,25,40,30,32
2918,28,23,Female,12,18,38,29,26
2919,17,31,Female,18,22,31,34,29
2920,27,24,Female,27,23,35,34,32
2921,25,24,Female,29,31,40,25,28
2922,34,38,Female,30,17,22,31,28
2923,41,38,Female,26,31,42,35,22
2924,24,27,Female,26,18,40,33,32
2925,17,39,Female,19,25,35,37,31
2926,26,37,Female,20,30,35,43,25
2927,21,15,Female,24,27,44,30,41
2928,24,26,Female,24,22,43,38,32
2929,27,38,Female,14,32,42,32,20
2930,21,37,Female,23,34,34,31,26
2931,28,23,Female,33,19,46,36,28
2932,28,33,Female,34,28,32,27,39
2933,32,31,Female,21,30,44,30,33
2934,25,29,Female,23,33,42,33,35
2935,25,43,Female,24,17,35,25,40
2936,23,38,Female,23,21,36,33,35
2937,27,35,Female,31,34,42,39,29
2938,17,29,Female,25,22,46,43,23
2939,21,24,Female,25,36,46,26,29
2940,21,27,Female,17,35,45,38,35
2941,35,17,Female,33,24,32,27,31
2942,32,26,Female,27,21,27,30,32
2943,29,31,Female,15,26,37,27,29
2944,20,34,Female,31,22,38,40,31
2945,11,41,Female,21,24,40,37,26
2946,29,14,Female,25,29,38,35,22
2947,32,47,Female,27,29,37,25,27
2948,23,49,Female,23,34,38,32,34
2949,12,39,Female,15,32,46,36,30
2950,39,19,Female,21,31,43,34,30
2951,21,38,Female,27,31,28,25,37
2952,31,32,Female,19,35,39,27,32
2953,26,24,Female,20,36,39,29,28
2954,28,17,Female,16,22,45,31,35
2955,20,37,Female,11,28,44,35,24
2956,22,45,Female,19,19,39,37,24
2957,27,15,Female,32,22,35,32,37
2958,24,21,Female,28,17,29,28,32
2959,17,31,Female,21,36,42,24,28
2960,22,29,Female,21,31,41,32,36
2961,14,38,Female,15,29,43,34,35
2962,21,41,Female,30,30,38,26,35
2963,31,32,Female,20,32,42,36,27
2964,16,42,Female,22,32,32,23,28
2965,20,20,Female,20,15,45,30,31
2966,14,36,Female,30,23,26,32,41
2967,31,22,Female,19,28,38,33,21
2968,18,35,Female,24,31,41,30,37
2969,15,42,Female,15,28,40,39,21
2970,24,13,Female,17,34,44,35,27
2971,13,34,Female,12,23,34,28,31
2972,33,25,Female,30,28,33,28,26
2973,39,20,Female,38,10,30,26,37
2974,21,30,Female,31,39,32,40,35
2975,24,34,Female,23,27,40,33,27
2976,30,14,Female,17,25,43,31,24
2977,20,29,Female,18,28,40,35,33
2978,32,19,Female,15,33,45,41,21
2979,34,39,Female,19,23,35,30,35
2980,17,28,Female,27,33,31,34,35
2981,29,32,Female,36,20,25,32,30
2982,37,12,Female,32,29,29,24,37
2983,21,33,Female,15,24,44,32,33
2984,26,31,Female,28,28,39,34,38
2985,17,40,Female,23,26,36,33,25
2986,35,25,Female,31,20,44,27,41
2987,18,27,Female,21,32,41,33,42
2988,29,19,Female,28,21,20,28,34
2989,27,34,Female,21,35,44,28,40
2990,16,41,Female,28,37,43,29,35
2991,29,34,Female,25,31,43,28,32
2992,23,29,Female,33,33,36,30,39
2993,48,15,Female,40,16,35,39,33
2994,21,56,Female,15,34,44,36,35
2995,28,13,Female,25,25,39,28,28
2996,22,36,Female,22,25,33,34,27
2997,19,35,Female,21,38,36,26,29
2998,32,17,Female,33,31,43,38,38
2999,18,21,Female,21,31,38,34,35
3000,11,47,Female,14,39,39,42,26
3001,28,29,Female,25,30,41,33,35
3002,29,16,Female,34,16,34,32,33
3003,23,23,Female,24,31,38,30,21
3004,17,25,Female,27,20,44,36,39
3005,26,51,Female,28,28,36,31,28
3006,19,48,Female,14,25,34,30,29
3007,21,40,Female,22,16,34,24,35
3008,16,38,Female,18,22,33,31,27
3009,35,34,Female,16,21,32,33,31
3010,25,13,Female,22,16,39,22,25
3011,28,33,Female,25,38,37,35,35
3012,29,28,Female,16,33,44,29,21
3013,31,49,Female,30,36,28,34,33
3014,29,18,Female,25,33,40,26,35
3015,30,38,Female,22,30,33,24,31
3016,19,27,Female,29,23,43,33,37
3017,22,30,Female,21,16,36,27,37
3018,16,27,Female,24,32,37,29,37
3019,20,39,Female,24,26,39,36,38
3020,24,38,Female,23,29,29,37,31
3021,31,47,Female,30,21,25,30,26
3022,26,40,Female,29,20,28,23,26
3023,35,15,Female,22,40,42,33,30
3024,31,27,Female,21,25,41,38,23
3025,19,36,Female,23,31,38,29,31
3026,16,36,Female,25,27,42,32,39
3027,18,43,Female,24,24,35,34,38
3028,26,30,Female,31,28,29,30,26
3029,33,24,Female,33,22,23,27,24
3030,30,25,Female,20,28,45,38,27
3031,30,25,Female,25,26,34,33,30
3032,25,40,Female,31,19,31,29,39
3033,35,22,Female,35,26,31,34,27
3034,21,25,Female,26,23,36,34,34
3035,22,41,Female,22,22,38,32,24
3036,16,13,Female,23,31,45,37,24
3037,14,46,Female,15,28,45,38,39
3038,17,52,Female,15,29,33,30,37
3039,22,27,Female,26,17,43,33,22
3040,20,32,Female,28,17,39,31,37
3041,27,19,Female,24,29,33,24,24
3042,15,36,Female,15,19,42,41,28
3043,17,40,Female,19,35,41,25,28
3044,19,43,Female,20,25,46,41,30
3045,29,17,Female,22,24,47,39,33
3046,28,41,Female,23,20,32,31,22
3047,26,63,Female,31,19,29,23,44
3048,26,27,Female,23,34,31,29,21
3049,31,41,Female,30,25,43,37,33
3050,14,31,Female,24,21,36,33,39
3051,23,36,Female,25,26,38,32,43
3052,28,34,Female,29,23,29,30,28
3053,26,30,Female,26,19,36,29,40
3054,27,22,Female,28,19,34,28,36
3055,25,17,Female,31,28,42,39,32
3056,34,51,Female,21,24,35,30,32
3057,30,16,Female,30,24,24,19,18
3058,37,25,Female,26,25,33,27,28
3059,22,24,Female,22,20,34,25,32
3060,28,31,Female,35,26,34,29,35
3061,26,24,Female,23,34,41,35,22
3062,23,27,Female,25,37,44,35,32
3063,20,16,Female,17,25,46,32,35
3064,23,41,Female,20,27,38,31,28
3065,22,31,Female,25,26,45,39,28
3066,27,40,Female,29,21,31,23,26
3067,34,26,Female,30,23,33,23,30
3068,26,40,Female,26,21,47,35,29
3069,27,18,Female,32,33,36,30,35
3070,14,23,Female,29,28,25,29,41
3071,28,14,Female,21,34,33,26,26
3072,22,42,Female,22,18,37,27,36
3073,20,32,Female,26,35,34,30,43
3074,28,37,Female,31,26,33,22,36
3075,28,33,Female,30,19,37,28,38
3076,21,32,Female,25,23,43,34,42
3077,27,41,Female,13,24,46,27,16
3078,32,14,Female,32,16,33,27,24
3079,31,26,Female,23,23,32,35,29
3080,30,31,Female,28,31,35,29,41
3081,17,35,Female,31,29,38,37,41
3082,25,30,Female,18,23,45,26,39
3083,29,27,Female,25,18,39,37,33
3084,24,33,Female,26,22,39,27,37
3085,29,39,Female,26,17,33,32,23
3086,28,33,Female,35,24,30,28,36
3087,32,26,Female,25,29,40,33,27
3088,26,18,Female,21,33,45,30,28
3089,28,28,Female,18,34,37,37,25
3090,27,20,Female,20,26,36,36,35
3091,16,28,Female,22,24,31,35,42
3092,29,44,Female,34,23,37,33,42
3093,15,34,Female,25,23,40,38,34
3094,27,20,Female,26,30,36,28,31
3095,24,30,Female,27,26,33,25,30
3096,25,48,Female,20,26,45,29,37
3097,40,18,Female,36,26,29,29,38
3098,31,18,Female,32,34,33,31,27
3099,19,19,Female,20,31,35,36,30
3100,18,32,Female,33,29,31,32,37
3101,25,59,Female,18,33,42,37,23
3102,10,44,Female,16,26,36,33,29
3103,24,18,Female,23,27,45,38,31
3104,20,37,Female,32,28,16,29,34
3105,27,33,Female,22,26,35,33,23
3106,23,15,Female,25,34,35,33,37
3107,33,18,Female,29,27,34,32,31
3108,20,49,Female,30,22,28,36,33
3109,25,14,Female,23,28,37,28,29
3110,12,30,Female,10,33,47,35,24
3111,26,20,Female,30,24,26,29,33
3112,14,26,Female,16,26,49,36,32
3113,28,24,Female,21,32,41,29,29
3114,33,31,Female,17,32,36,27,28
3115,23,33,Female,27,23,35,38,33
3116,30,26,Female,23,38,45,41,32
3117,27,24,Female,22,32,30,21,18
3118,29,21,Female,22,28,48,39,30
3119,28,21,Female,22,34,39,36,30
3120,28,23,Female,23,27,37,35,30
3121,25,48,Female,31,26,36,29,31
3122,29,19,Female,36,16,34,30,28
3123,10,37,Female,19,36,47,45,40
3124,28,15,Female,40,26,25,33,35
3125,17,30,Female,11,30,43,35,34
3126,24,29,Female,23,35,35,34,36
3127,25,24,Female,23,23,49,37,30
3128,35,42,Female,26,22,29,37,28
3129,21,35,Female,26,22,28,26,33
3130,29,39,Female,29,30,34,32,42
3131,22,43,Female,26,17,42,29,31
3132,20,29,Female,23,25,40,34,30
3133,33,27,Female,19,25,42,32,33
3134,27,31,Female,25,35,31,38,29
3135,38,20,Female,30,25,32,28,33
3136,35,25,Female,24,32,43,34,28
3137,28,25,Female,23,16,34,27,30
3138,31,29,Female,38,30,26,30,32
3139,30,41,Female,24,22,30,24,29
3140,47,26,Female,29,23,33,37,29
3141,21,20,Female,26,28,45,38,35
3142,33,13,Female,31,28,35,25,37
3143,20,23,Female,16,37,37,37,31
3144,32,29,Female,23,35,34,33,24
3145,23,16,Female,35,31,35,29,29
3146,17,37,Female,22,31,35,34,33
3147,40,39,Female,29,28,30,30,33
3148,10,29,Female,22,25,38,32,22
3149,28,36,Female,25,15,29,28,24
3150,28,25,Female,32,20,17,25,31
3151,27,37,Female,26,25,38,33,30
3152,22,35,Female,20,26,37,25,28
3153,30,29,Female,20,32,37,31,30
3154,27,30,Female,21,21,44,40,35
3155,23,39,Female,25,31,36,27,33
3156,10,31,Female,21,23,39,43,40
3157,19,39,Female,21,31,39,42,30
3158,10,57,Female,20,30,40,26,42
3159,21,13,Female,29,32,36,30,27
3160,50,21,Female,22,21,34,34,16
3161,22,41,Female,29,29,31,38,41
3162,16,49,Female,15,34,36,30,33
3163,29,41,Female,22,26,36,29,36
3164,23,14,Female,15,30,37,33,21
3165,34,26,Female,28,19,35,30,30
3166,18,30,Female,28,19,39,35,37
3167,24,22,Female,31,28,32,33,32
3168,30,35,Female,20,26,33,32,27
3169,34,17,Female,29,34,38,21,38
3170,26,25,Female,21,29,47,33,29
3171,29,16,Female,36,26,37,40,40
3172,19,24,Female,26,12,45,32,39
3173,29,14,Female,23,23,35,32,27
3174,27,37,Female,21,28,40,39,25
3175,22,47,Female,32,24,22,34,28
3176,19,15,Female,33,24,37,35,41
3177,19,54,Female,17,25,43,33,28
3178,14,25,Female,24,20,45,36,44
3179,31,38,Female,33,32,34,28,37
3180,24,55,Female,18,26,40,34,28
3181,37,12,Female,31,29,34,27,27
3182,32,31,Female,17,28,39,33,35
3183,30,43,Female,24,22,36,33,22
3184,22,49,Female,20,30,45,33,36
3185,15,44,Female,28,21,42,30,40
3186,11,38,Female,28,39,37,26,36
3187,32,28,Female,25,33,39,26,36
3188,26,39,Female,20,29,26,24,29
3189,27,36,Female,12,33,39,35,16
3190,14,35,Female,10,33,31,27,27
3191,28,19,Female,29,27,42,35,40
3192,32,23,Female,27,17,33,21,32
3193,27,38,Female,29,25,33,25,26
3194,25,31,Female,26,28,31,29,44
3195,34,30,Female,30,28,40,38,23
3196,26,55,Female,22,16,34,32,31
3197,32,37,Female,27,26,22,19,26
3198,30,40,Female,26,31,36,26,40
3199,22,29,Female,25,34,43,36,43
3200,28,18,Female,21,34,48,33,37
3201,36,15,Female,31,19,37,30,30
3202,23,49,Female,19,33,32,34,28
3203,28,22,Female,34,27,33,30,37
3204,32,19,Female,30,30,39,33,32
3205,27,37,Female,11,38,45,31,29
3206,19,21,Female,26,27,37,30,41
3207,32,27,Female,29,31,32,25,29
3208,19,14,Female,18,22,33,33,24
3209,21,40,Female,25,28,33,34,41
3210,25,34,Female,23,27,41,35,36
3211,28,37,Female,19,29,41,34,28
3212,28,16,Female,33,25,27,30,22
3213,27,21,Female,30,27,31,36,38
3214,17,50,Female,24,33,21,31,41
3215,19,56,Female,24,18,34,34,37
3216,21,33,Female,35,20,44,41,37
3217,21,64,Female,24,20,35,33,45
3218,36,23,Female,31,28,37,35,38
3219,16,42,Female,10,26,36,22,36
3220,17,35,Female,22,35,46,45,32
3221,21,29,Female,30,20,32,32,26
3222,24,24,Female,27,23,35,32,45
3223,32,21,Female,22,20,35,32,35
3224,26,27,Female,28,17,33,26,28
3225,24,31,Female,22,26,38,42,29
3226,19,47,Female,18,38,32,30,39
3227,26,16,Female,30,32,34,33,25
3228,14,43,Female,22,36,35,33,39
3229,24,44,Female,32,29,37,25,41
3230,18,30,Female,27,21,40,32,41
3231,25,42,Female,31,28,28,29,30
3232,22,41,Female,27,33,43,30,35
3233,26,51,Female,18,21,42,28,31
3234,27,38,Female,13,23,44,30,27
3235,19,46,Female,24,33,40,42,43
3236,25,44,Female,21,32,30,25,28
3237,12,40,Female,21,37,39,24,39
3238,23,25,Female,18,27,42,38,29
3239,27,29,Female,28,28,42,39,29
3240,38,44,Female,31,32,33,24,29
3241,17,41,Female,33,26,32,27,38
3242,42,18,Female,31,28,43,29,33
3243,21,47,Female,31,30,32,30,45
3244,17,28,Female,20,29,36,32,44
3245,24,19,Female,25,28,38,38,35
3246,16,35,Female,24,31,33,24,37
3247,26,38,Female,29,21,31,37,36
3248,15,39,Female,16,32,45,30,36
3249,28,19,Female,26,28,33,29,25
3250,23,39,Female,18,38,42,32,25
3251,27,34,Female,29,26,39,37,41
3252,29,34,Female,28,19,43,35,33
3253,21,41,Female,22,34,31,31,38
3254,31,30,Female,32,24,41,43,38
3255,24,39,Female,18,30,38,31,35
3256,18,19,Female,21,24,39,24,38
3257,32,39,Female,18,24,35,40,21
3258,26,23,Female,22,20,44,35,32
3259,35,25,Female,34,25,39,36,36
3260,27,36,Female,19,29,39,27,33
3261,18,35,Female,17,27,43,29,36
3262,20,28,Female,38,14,33,33,33
3263,10,41,Female,22,24,37,45,42
3264,19,15,Female,38,33,41,28,44
3265,23,41,Female,22,32,35,27,35
3266,21,30,Female,29,32,22,26,37
3267,27,37,Female,21,23,29,38,22
3268,23,30,Female,24,25,43,36,42
3269,22,34,Female,19,31,38,28,30
3270,24,32,Female,27,22,35,26,27
3271,28,13,Female,20,33,37,28,30
3272,39,17,Female,37,32,38,31,40
3273,19,35,Female,26,18,40,32,35
3274,21,33,Female,12,27,34,30,28
3275,21,55,Female,24,28,28,35,34
3276,16,57,Female,27,25,27,30,44
3277,22,30,Female,29,24,26,23,44
3278,23,32,Female,25,32,35,37,35
3279,24,32,Female,31,18,33,31,29
3280,11,37,Female,19,22,41,38,35
3281,28,23,Female,13,18,39,27,26
3282,16,37,Female,24,26,36,36,39
3283,27,36,Female,27,28,26,34,35
3284,34,14,Female,30,25,30,23,30
3285,25,46,Female,19,32,33,26,30
3286,22,38,Female,20,36,38,27,30
3287,34,17,Female,20,30,45,38,23
3288,32,23,Female,28,17,40,43,34
3289,29,31,Female,25,21,41,32,29
3290,22,37,Female,23,21,29,35,31
3291,31,42,Female,10,38,37,36,10
3292,38,18,Female,21,32,42,31,25
3293,20,42,Female,25,27,34,28,39
3294,26,25,Female,29,27,37,28,41
3295,27,13,Female,30,29,44,30,36
3296,26,27,Female,18,24,41,33,40
3297,29,31,Female,32,23,29,30,37
3298,19,29,Female,27,21,33,27,42
3299,21,24,Female,31,23,38,27,43
3300,18,29,Female,20,26,40,31,22
3301,29,15,Female,26,27,32,24,34
3302,32,15,Female,25,33,43,32,30
3303,21,20,Female,22,24,42,34,30
3304,11,38,Female,28,26,35,36,38
3305,16,35,Female,21,40,40,30,37
3306,15,41,Female,16,30,40,37,33
3307,30,43,Female,29,23,41,37,31
3308,29,35,Female,21,19,42,31,31
3309,29,34,Female,22,19,32,31,28
3310,34,17,Female,39,21,34,29,30
3311,26,39,Female,30,22,34,27,36
3312,16,30,Female,34,25,31,25,36
3313,19,34,Female,24,32,37,34,30
3314,26,41,Female,23,24,37,28,37
3315,13,46,Female,25,34,28,27,28
3316,23,36,Female,26,40,32,28,31
3317,24,31,Female,20,25,41,32,36
3318,31,36,Female,24,21,29,33,26
3319,27,34,Female,32,21,35,36,42
3320,26,31,Female,25,34,27,22,25
3321,18,45,Female,26,25,31,29,28
3322,13,43,Female,10,31,39,35,29
3323,31,34,Female,31,24,40,40,43
3324,14,45,Female,16,33,29,30,29
3325,26,38,Female,15,28,27,28,26
3326,30,18,Female,31,31,33,27,31
3327,35,27,Female,24,21,41,30,42
3328,29,34,Female,32,27,21,24,28
3329,29,38,Female,24,36,44,24,34
3330,20,26,Female,24,28,34,28,34
3331,24,20,Female,23,30,42,37,37
3332,25,33,Female,24,25,38,38,31
3333,25,24,Female,21,28,46,36,31
3334,19,34,Female,25,28,40,41,30
3335,22,33,Female,25,24,31,29,35
3336,18,35,Female,23,37,29,26,34
3337,23,28,Female,17,22,33,34,25
3338,20,31,Female,27,27,45,30,42
3339,33,28,Female,21,18,38,28,33
3340,33,12,Female,35,27,45,37,44
3341,28,19,Female,27,26,43,37,23
3342,25,33,Female,28,28,44,38,31
3343,32,37,Female,27,23,27,30,30
3344,21,24,Female,14,26,46,36,34
3345,25,17,Female,25,26,30,33,31
3346,22,12,Female,40,18,34,33,32
3347,28,36,Female,30,20,28,26,31
3348,31,18,Female,31,35,27,23,33
3349,33,23,Female,28,24,41,30,24
3350,27,44,Female,27,23,41,33,29
3351,11,33,Female,25,34,35,32,34
3352,28,33,Female,25,25,35,27,29
3353,28,36,Female,22,26,27,28,31
3354,30,37,Female,27,25,20,23,21
3355,24,42,Female,29,24,37,35,44
3356,32,29,Female,23,33,37,33,30
3357,25,30,Female,22,34,43,39,38
3358,18,42,Female,21,26,38,27,36
3359,29,42,Female,23,17,29,28,35
3360,12,31,Female,22,32,38,24,42
3361,31,12,Female,27,27,38,27,33
3362,28,44,Female,14,25,35,30,32
3363,21,30,Female,19,40,44,32,35
3364,15,42,Female,20,24,43,35,31
3365,11,46,Female,14,24,38,31,28
3366,24,21,Female,25,31,47,28,31
3367,20,29,Female,30,33,40,34,40
3368,24,29,Female,19,28,29,30,30
3369,34,20,Female,14,31,48,28,32
3370,34,15,Female,32,31,36,24,29
