job_yrs,job_mths,worktype,cont_hrs,act_hrs,gender,dobm,doby,status,youngdep,elderdep,qualif,exercise,cigs,alcohol,time_rel,when_rel,job1,job2,job3,job4,job5,job6,job7,job8,job9,job10,job11,job12,job13,job14,job15,job16,job17,job18,job19,job20,job21,job22,job23,job24,job25,job26,job27,job28,job29,job30,job31,job32,job33,job34,job35,job36,job37,job38,job39,job40,job41,job42,job43,job44,job45,job46,job47,job48,job49,job50
4,0,1,35,35,1,11,68,1,1,2,6,4,1,2,3,2,1,2,7,5,3,5,1,2,6,2,4,4,5,7,3,5,6,5,2,7,4,4,6,1,3,2,2,7,3,5,6,7,2,3,4,5,5,6,2,3,4,3,4,4,3,7,5,6,7,7
1,0,1,35,35,1,4,74,2,1,2,6,1,2,10,2,2,3,4,2,3,4,4,6,5,3,6,5,5,4,4,4,4,2,5,4,2,2,1,5,5,5,5,5,5,3,4,4,3,4,5,5,5,4,4,2,4,3,4,4,4,4,4,4,3,3,2
3,0,1,35,35,1,1,71,2,1,1,2,1,2,0,4,2,3,1,2,3,2,5,3,3,2,2,4,4,4,6,5,4,6,5,1,6,4,2,6,2,4,6,5,2,3,1,7,5,2,2,6,6,2,5,2,1,6,4,1,2,5,6,6,4,6,6
3,11,1,35,35,2,12,81,2,1,1,1,5,1,3,2,2,2,5,2,4,3,3,1,1,3,3,2,2,4,5,3,4,3,2,1,6,3,5,2,2,2,6,5,2,6,1,6,6,2,1,4,6,4,2,1,1,5,1,1,2,5,1,1,5,4,6
2,11,1,35,35,2,3,80,1,1,1,5,5,2,1,2,1,3,5,5,6,6,5,2,5,4,6,6,4,3,5,3,6,6,5,3,6,5,5,5,4,5,2,6,4,5,4,6,6,3,5,5,6,2,2,5,2,5,2,3,6,4,4,2,2,6,6
4,2,1,40,40,1,9,77,1,1,1,4,5,2,0,4,2,7,1,7,7,7,1,5,5,7,7,1,1,7,7,4,5,1,5,1,1,3,3,2,5,7,2,1,2,5,7,7,7,3,1,6,7,1,7,5,4,4,5,7,4,5,1,4,7,7,6
19,6,1,35,55,1,1,69,2,2,1,3,5,1,120,5,2,2,7,7,5,6,6,2,3,7,2,6,7,7,7,2,1,6,1,2,6,5,7,6,1,1,1,5,7,6,5,6,7,1,6,6,4,2,2,1,1,6,2,1,2,1,6,1,5,7,6
2,3,1,35,35,1,5,66,2,2,1,3,5,1,90,2,1,6,2,4,2,6,2,5,7,2,6,6,1,3,1,7,7,2,7,7,6,6,2,6,2,7,4,1,3,2,6,7,6,1,6,6,6,6,6,7,6,6,7,5,1,7,2,3,7,7,6
0,2,1,37.5,37.5,1,2,85,1,1,1,4,3,2,7,2,2,4,5,5,4,6,5,5,6,4,5,5,6,6,6,5,4,4,5,5,6,5,5,6,5,6,5,3,5,5,4,4,5,4,3,4,4,5,5,5,5,5,6,6,6,5,4,3,4,5,5
2,1,2,15,18,1,11,47,2,0,0,5,2,2,7,2,1,7,2,2,2,6,2,2,6,3,6,6,1,2,1,6,6,2,6,2,7,6,1,2,6,4,6,6,1,1,6,2,6,2,6,6,2,6,6,6,6,2,6,2,2,7,2,6,6,7,1
26,0,2,14,14,2,5,45,2,1,2,6,4,2,0,1,1,7,1,1,7,7,1,2,6,1,3,7,1,1,4,7,1,1,7,7,1,7,7,4,7,5,1,1,1,7,7,4,7,7,7,7,4,1,1,4,1,7,7,3,7,7,1,4,7,7,1
3,6,1,37,37,2,9,75,2,1,1,3,3,1,14,2,2,2,1,6,5,2,6,2,4,2,5,2,7,6,1,2,3,1,1,1,2,6,7,5,4,2,5,7,6,7,5,1,3,2,1,4,1,6,6,1,5,2,1,1,1,2,6,5,3,6,7
3,0,1,35,37.5,2,7,59,2,2,2,6,2,2,8,2,1,4,6,3,3,6,1,3,3,3,1,3,1,3,1,3,6,1,4,4,7,4,6,1,4,4,4,2,4,2,7,7,4,1,1,4,7,1,4,4,4,4,4,4,4,7,1,4,1,4,7
4,3,1,39,39,2,3,75,2,1,1,5,1,2,0,2,2,6,2,2,5,6,1,6,6,2,6,4,1,2,1,6,6,2,4,4,5,2,2,6,5,6,6,3,2,5,7,2,6,5,5,2,2,7,6,6,6,3,6,2,4,7,1,6,6,6,2
7,8,2,20,20,2,1,50,2,1,2,6,6,1,15,2,2,1,4,2,4,6,6,2,2,4,5,5,6,6,7,1,3,2,1,1,4,2,6,1,4,4,2,5,6,6,2,2,4,4,1,4,2,2,2,1,2,2,2,1,4,2,2,2,5,6,2
1,1,1,37.5,37.5,1,3,72,1,2,1,2,3,1,15,3,2,2,6,6,5,7,7,4,2,2,2,6,7,7,6,1,2,6,2,2,5,2,7,6,4,2,2,2,2,6,3,3,4,5,1,2,2,3,2,2,1,2,2,2,4,4,6,2,3,6,3
4,2,1,40,40,1,9,77,1,1,1,4,5,2,0,4,2,7,1,7,7,7,1,5,5,7,7,1,1,7,7,4,5,1,5,1,1,3,3,2,5,7,2,1,2,5,7,7,7,3,1,6,7,1,7,5,4,4,5,7,4,5,1,4,7,7,6
6,9,1,40,40,1,10,77,2,1,1,4,2,2,20,2,1,3,6,5,5,5,3,2,4,5,2,4,6,6,4,1,4,2,2,1,2,2,5,3,2,2,1,4,5,2,1,4,4,2,1,3,3,1,2,1,2,2,2,1,5,2,4,1,3,4,4
5, ,1,37,45,1,11,73,2,1,1,4,2,2,5,2,1,5,2,3,1,6,6,5,5,4,6,7,4,1,2,6,6,6,5,5,3,5,6,5,1,4,6,6,5,5,5,3,5,1,4,5,5,5,5,5,7,5,5,1,1,6,7,5,6,6,5
15,6,2,21,24,2,7,71,2,1,2,3,1,2,3,3,2,4,6,7,7,7,1,3,3,7,7,6,4,6,6,6,6,5,5,2,4,6,2,1,4,6,5,2,4,6,6,5,6,4,4,5,5,5,5,4,6,6,4,1,4,5,7,4,3,6,4
15,6,1,37.5,37,2,6,48,2,2,1,5,1,2,0,5,4,1,3,3,7,7,7,1,1,3,4,7,3,1,7,1,3,7,1,1,1,6,3,5,1,5,3,7,5,7,2,1,6,1,1,6,7,5,6,1,4,6,2,1,7,6,7,1,6,7,1
4,3,1,37.5,60,2,11,53,2,1,2,5,2,2,10,4,2,1,7,7,5,3,5,1,1,1,5,7,6,6,7,1,2,7,1,1,7,4,2,4,7,1,2,1,4,7,1,1,7,1,1,6,6,5,5,1,3,2,1,1,3,4,3,1,7,7,5
3,6,1,37,40,2,7,60,1,1,1,4,4,2,1,4,2,2,7,7,6,6,4,4,4,7,5,6,2,1,7,3,4,6,3,7,7,5,6,3,2,2,5,1,7,7,4,5,5,4,1,4,7,6,6,3,7,6,4,1,6,5,6,4,5,7,7
0,1,1,35,35,1,1,86,1,1,1,4,2,2,45,2,1,4,1,2,4,3,2,4,5,3,4,4,1,4,4,2,6,2,4,4,4,5,3,1,4,4,4,7,2,1,1,4,4,4,2,4,6,5,4,2,4,6,4,3,3,4,3,4,2,5,2
4,2,1,35,35,2,2,65,2,1,1,4,1,2,0,1,2,3,1,3,3,6,3,1,4,5,6,1,1,1,2,3,2,4,2,1,1,3,1,4,4,4,6,2,1,5,1,1,5,1,1,5,2,7,6,1,7,6,4,1,3,4,1,3,3,6,1
31,9,1,35,35,1,4,50,2,1,2,5,1,2,8,2,2,1,7,5,7,7,3,1,1,5,6,6,6,3,2,2,6,2,2,2,6,5,6,5,2,2,5,2,6,5,3,6,6,2,5,5,6,6,4,2,5,6,3,2,2,2,5,2,7,6,6
10,2,1,35,40,2,10,55,2,1,2,3,1,2,14,1,1,1,5,4,4,4,1,1,5,4,5,1,3,3,7,1,3,1,3,4,7,1,1,7,4,4,4,1,1,1,3,1,7,5,1,1,7,7,7,1,7,7,7,7,7,7,1,7,7,7,5
6,10,1,35,35,1,4,71,2,2,1,3,4,2,6,3,2,4,1,2,2,5,3,3,6,2,5,5,2,3,3,4,5,3,5,1,6,5,3,6,5,4,5,6,3,5,6,2,5,2,3,5,4,3,3,2,6,6,5,2,2,5,6,5,5,6,2
10,4,1,37.5,40,2,11,62,2,2,1,5,2,2,10,4,2,3,7,7,4,6,5,2,1,7,4,1,7,7,7,4,6,4,1,1,5,6,2,1,1,4,2,1,7,6,1,2,6,6,4,6,5,5,4,4,4,6,2,1,4,5,6,4,6,5,6
4,2,1,40,40,1,9,77,1,1,1,4,5,2,0,4,2,7,1,7,7,7,1,5,5,7,7,1,1,7,7,4,5,1,5,1,1,3,3,2,5,7,2,1,2,5,7,7,7,3,1,6,7,1,7,5,4,4,5,7,4,5,1,4,7,7,6
1,3,1,48,72,1,25,77,1,1,1,4,3,2,30,4,2,6,1,2,6,6,4,7,7,4,6,6,1,1,7,7,7,6,7,4,6,7,1,7,7,7,7,1,6,3,6,6,7,7,7,6,7,7,7,6,6,6,6,7,6,7,7,7,7,6,7
1,0,1,37.5,42.5,1,7,85,1,1,1,4,5,2,20,3,2,3,1,1,1,7,5,1,4,1,1,3,7,1,5,1,4,4,3,1,7,4,6,6,2,3,1,7,1,3,5,4,5,1,1,4,4,1,1,1,2,4,1,2,1,1,1,1,1,6,5
1,1,1,37.5,37.5,7,2,85,1,1,4,6,2,2,5,2,2,4,5,5,2,6,6,4,4,5,5,7,7,6,4,1,4,6,2,1,5,4,7,5,4,1,2,7,5,3,5,4,5,2,7,4,4,3,2,1,4,4,3,5,4,7,3,2,1,7,2
2,2,1,40,50,1,7,84,2,1,1,1,6,2,5,5,2,3,3,5,2,5,6,6,5,3,4,4,4,4,4,4,3,6,5,3,6,5,4,3,3,3,5,4,3,6,6,2,7,3,6,5,2,2,2,3,3,4,4,5,3,3,3,3,3,5,3
0,3,1,35,35,10,1,84,1,1,1,4,5,2,15,4,2,4,6,7,4,3,4,5,5,3,4,6,6,6,6,5,4,3,2,1,4,5,4,2,4,4,6,7,1,1,4,1,6,3,4,6,6,6,6,6,6,6,6,6,5,3,4,4,2,7,6
1,4,1,37.5,42,1,8,85,1,1,1,4,4,2,25,4,2,1,5,2,3,1,1,3,5,4,3,2,5,3,2,5,3,2,2,5,2,5,5,3,5,5,2,4,3,5,3,2,6,4,5,6,6,2,4,4,2,5,4,3,2,5,1,1,5,5,5
0,6,2,16,20,2,12,84,1,1,1,5,2,2,10,5,2,3,1,1,5,5,1,1,6,1,6,7,2,1,6,2,6,2,5,2,6,6,2,7,6,4,2,7,2,2,5,6,6,5,2,6,6,2,2,3,3,6,4,4,5,3,1,3,1,7,2
5,3,1,37.5,45,1,3,80,2,1,1,5,4,1,20,4,2,7,2,4,6,6,4,7,6,4,6,7,2,2,4,5,6,3,6,6,6,6,2,6,6,7,7,1,3,5,7,6,6,6,6,6,6,6,6,5,7,5,7,7,6,7,4,7,7,6,2
1,0,1,37.5,40,2,10,84,1,1,1,4,4,2,25,3,2,5,1,1,3,3,1,2,5,1,3,6,7,1,7,1,5,1,4,1,3,3,7,6,2,1,1,7,1,4,6,1,7,1,4,6,4,2,2,1,3,5,4,4,2,1,1,2,1,6,6
1,4,1,37.5,50,2,11,84,1,1,1,4,1,2,15,5,2,6,4,6,6,6,5,6,7,5,6,7,2,3,7,6,6,6,5,5,2,6,1,6,6,6,4,1,5,7,7,5,7,6,6,6,5,2,2,6,3,6,6,6,6,7,5,5,6,6,1
0,8,1,72,72,1,7,52,2,2,1,6,6,1,0,2,2,4,5,6,4,6,3,6,6,6,6,3,1,1,3,5,6,4,5,4,3,4,4,2,5,6,6,1,6,2,4,6,2,6,3,5,5,7,7,7,7,7,7,6,6,6,6,6,6,7,4
5,0,1,37.5,44,2,6,78,1,1,1,4,2,1,2,2,2,6,4,2,4,7,2,6,5,2,7,7,4,4,7,6,4,2,5,3,5,6,1,4,3,7,4,7,2,7,6,1,6,3,6,6,1,7,5,6,6,5,5,2,5,5,6,4,3,6,4
3,2,1,40,40,2,10,78,1,1,1,4,4,1,0,4,2,3,5,5,2,2,6,6,4,2,2,3,6,2,6,2,2,6,6,6,5,3,6,2,6,5,6,6,2,6,6,6,6,2,2,7,6,2,5,2,2,6,5,2,6,2,6,5,2,6,4
0,10,1,37.5,40,2,7,84,1,1,1,5,4,1,7,4,4,1,2,5,2,3,3,6,2,5,4,1,5,1,7,1,2,3,1,1,7,2,7,1,1,3,1,4,6,2,5,1,5,1,1,3,7,5,5,1,3,5,1,1,1,1,1,1,1,4,1
0,2,1,40, ,1,6,81,2,1,1,4,1,1,5,2,2,4,2,2,5,5,5,5,6,3,5,4,3,3,4,3,4,3,5,5,3,4,3,3,4,4,4,2,4,4,4,4,5,4,3,4,4,5,5,4,5,4,4,4,4,4,4,5,3,5,3
0,2,1,40,45,1,8,81,1,1,1,5,4,1,12,2,2,5,1,6,3,6,6,6,7,3,6,5,2,1,5,4,6,6,5,2,7,4,6,5,6,6,6,1,1,6,7,2,5,2,3,5,5,4,7,2,5,5,5,6,4,5,5,6,6,6,1
2,0,1,40,40,2,6,79,1,1,1,4,3,1,2,3,2,5,3,5,3,6,2,5,3,5,5,3,3,5,5,4,6,3,5,2,3,2,3,5,2,5,6,2,5,6,4,6,3,3,3,5,5,5,5,3,5,5,4,3,3,3,2,5,6,5,5
0,6,2,24,24,2,7,82,1,1,1,4,4,1,0,3,2,5,2,2,3,5,2,4,5,3,5,5,3,3,3,5,5,2,5,2,5,2,2,3,2,4,5,5,3,5,5,5,5,2,3,5,5,5,2,3,6,5,5,4,3,5,2,3,5,6,4
0,6,1,37.5,37.5,2,1,83,1,1,1,4,2,1,1,1,2,3,1,5,7,7,3,7,5,5,7,4,5,2,5,3,4,5,2,3,4,5,3,2,5,1,3,6,2,2,2,6,3,6,2,7,7,4,6,3,6,7,3,2,7,4,1,3,7,6,7
4,2,1,40,40,1,9,77,1,1,1,4,5,2,0,4,2,7,1,7,7,7,1,5,5,7,7,1,1,7,7,4,5,1,5,1,1,3,3,2,5,7,2,1,2,5,7,7,7,3,1,6,7,1,7,5,4,4,5,7,4,5,1,4,7,7,6
4,0,1, ,50,1,1,67,2,2,1,4,1,1,50,1,1,4,1,4,2,4,7,1,4,2,4,2,1,1,7,4,4,7,4,1,4,4,4,7,3,7,7,1,4,7,4,7,4,2,7,7,7,7,4,4,4,7,4,4,2,7,7,3,7,6,5
3,11,1,28,40,2,11,72,2,2,1,3,1,1,6,3,1,5,2,5,5,5,4,1,5,5,5,4,4,4,7,7,5,7,5,2,4,7,1,1,4,4,7,1,7,7,4,4,7,4,7,4,7,7,5,7,7,7,5,4,5,7,7,7,7,7,1
14,0,1,40,37,1,4,69,2,2,1,3,5,2,60,4,2,3,6,2,4,2,4,4,3,3,2,4,4,2,7,2,3,6,3,4,5,3,4,1,4,3,4,4,3,6,6,1,5,4,4,3,2,5,3,3,6,5,5,2,4,2,6,4,6,3,4
0,4,1,37.5,37.5,2,4,57,2,1,1,1,4,1,6,3,1,3,5,6,7,4,5,7,2,7,6,2,1,7,1,1,4,4,1,1,6,2,3,4,4,4,2,1,7,5,1,1,5,4,1,4,1,1,1,1,1,6,3,1,7,5,2,1,7,5,6
30,4,1,42,42,1,11,54,2,1,1,5,4,1,10,3,2,7,4,7,1,7,2,4,6,1,7,6,1,7,1,7,7,1,7,7,7,7,7,7,4,7,5,7,1,1,7,7,7,7,4,7,1,7,4,7,4,7,7,1,1,7,1,1,7,7,1
5,6,1,44,54,1,2,86,1,1,1,3,4,1,2,1,1,7,1,6,4,6,2,7,5,4,6,7,1,1,7,6,4,3,3,1,3,5,1,3,5,5,6,1,6,5,7,1,7,3,7,7,7,7,6,1,2,7,6,1,1,7,1,3,5,7,1
6,1,1,35,35,1,5,83,1,1,1,3,1,1,8,4,2,3,1,7,6,6,5,7,2,7,6,6,6,1,7,6,1,1,2,2,2,6,2,6,4,2,3,1,6,6,2,6,6,6,3,6,6,6,6,4,1,6,2,7,6,5,1,2,2,7,6
1,11,1,38,40,1,2,84,1,1,1,5,1,1,15,2,2,6,2,2,5,6,3,6,6,2,6,4,2,2,5,7,5,3,6,6,1,4,1,7,6,6,6,4,2,3,5,6,5,5,4,5,5,4,6,6,6,5,7,5,5,5,2,5,5,5,1
2,0,1,37.5,48,1,3,81,2,1,1,5,1,1,5,2,2,2,5,4,2,5,2,1,3,4,1,7,4,5,7,3,1,2,1,1,6,5,4,3,2,1,5,5,3,6,5,1,5,2,1,5,2,7,7,5,7,4,5,1,1,4,3,4,6,6,7
1,3,1,37,50,1,3,77,2,1,1,4,4,1,5,1,2,4,5,5,2,7,5,7,2,4,3,6,4,4,4,6,2,2,5,2,7,6,1,4,1,1,4,5,1,6,7,4,1,2,6,4,4,7,6,6,6,3,5,1,2,4,5,1,6,5,3
1,10,1,37.5,45,2,11,82,1,1,1,4,3,1,5,3,2,1,7,7,1,3,3,1,1,3,1,4,7,4,4,4,1,7,1,1,7,6,3,6,1,1,3,4,4,7,1,1,5,1,4,4,1,5,5,4,2,4,1,1,1,3,4,4,6,7,7
2,2,2,32,34,2,12,79,2,2,1,4,2,1,2.5,5,4,1,6,2,1,1,4,2,2,2,1,3,6,6,6,2,1,3,1,1,7,6,3,4,1,1,5,5,2,4,1,4,6,1,4,6,4,6,6,3,4,6,2,1,1,5,4,1,1,7,7
1,8,1,37,40,1,12,67,2,2,1,4,4,1,7,2,2,4,7,7,1,3,3,3,5,1,1,7,7,7,4,2,3,7,2,1,7,6,1,7,1,5,5,7,7,6,2,4,6,1,5,7,7,6,7,3,2,4,5,3,1,5,5,3,7,7,6
10,0,1,37,50,2,6,59,2,2,2,2,4,1,2,3,2,4,2,6,3,1,7,1,6,3,1,1,5,4,7,4,1,7,7,1,5,7,6,2,4,2,6,1,7,7,1,1,7,5,5,7,1,7,7,6,7,7,3,1,5,2,2,6,1,6,7
3,1,1,37.5,47,1,6,55,2,2,2,5,6,1,10,3,2,5,3,3,7,5,4,2,2,2,3,6,5,2,2,4,3,6,6,5,3,5,6,6,5,6,5,3,3,4,7,3,6,4,6,6,5,7,7,5,6,5,4,4,5,5,5,5,2,6,4
1,3,1,37,38,2,12,80,1,1,1,5,4,1,5,2,1,1,3,4,2,3,7,7,4,2,3,7,4,5,7,2,3,7,3,1,7,5,3,7,5,1,3,6,6,7,1,5,7,3,5,7,6,6,6,6,6,5,3,3,1,3,3,1,7,7,7
0,7,1,35,50,2,3,80,1,1,1,2,2,1,0,5,1,1,7,1,1,1,7,1,1,1,1,7,7,2,3,1,1,7,1,1,7,7,7,1,1,1,3,7,1,7,1,1,6,1,7,7,4,7,7,3,1,1,1,1,1,1,7,2,1,7,3
2,0,1,37.5,30,2,5,81,2,1,1,5,1,1,3,3,2,2,7,7,7,6,1,7,6,2,6,3,7,6,3,1,2,1,3,2,4,3,7,1,4,5,5,7,2,1,3,5,5,6,2,6,6,6,6,2,7,5,4,1,3,2,6,3,2,2,3
1,11,1,37.5,37.5,2,3,84,1,1,1,4,1,1,3,2,1,5,6,5,7,6,3,7,3,5,3,6,1,6,7,4,5,5,2,1,2,5,3,6,5,5,6,6,5,5,1,6,7,6,4,7,6,2,7,4,5,7,5,1,7,6,4,6,7,7,2
2,5,2,0,38,2,6,86,1,1,1,4,2,1,1,2,1,4,4,2,5,5,2,2,6,2,4,3,2,2,6,5,3,2,6,2,3,4,2,6,4,4,4,6,2,4,2,3,6,4,2,5,5,5,5,4,5,6,4,1,3,5,3,3,5,6,2
1,1,1,37,40,1,9,85,1,1,1,4,1,1,2,1,2,4,4,7,1,3,1,1,7,7,5,1,1,1,4,6,1,3,6,1,3,4,1,7,6,4,4,4,6,4,1,7,7,4,4,7,7,5,5,5,7,7,7,5,4,7,1,4,6,7,4
11,1,1,40,45,2,4,54,2,1,1,4,1,1,0,3,2,3,6,5,3,2,7,5,2,5,4,5,5,5,7,4,2,2,5,5,6,1,2,3,3,5,5,2,5,6,2,6,2,2,5,4,6,3,5,3,2,4,5,2,5,5,3,3,2,5,4
0,1,1,37.5,45,1,1,84,1,1,1,4,4,1,5,3,2,4,6,6,7,6,6,6,4,4,5,6,2,5,4,5,5,6,4,4,2,4,3,6,6,6,1,1,1,5,6,6,4,7,4,4,7,5,5,6,4,5,4,1,6,6,1,5,6,6,1
1,5,2,20,35,2,4,84,1,1,1,4,1,1,5,2,2,4,2,2,1,6,1,3,6,2,6,6,1,3,6,5,4,1,5,2,5,6,1,4,4,5,6,7,1,5,5,6,6,2,2,6,6,7,7,1,7,6,7,7,2,6,1,5,5,7,1
15,0,1,40,40,1,3,63,2,2,1,5,1,1,14,3,2,6,2,6,4,7,5,4,3,6,7,6,2,5,7,6,7,4,5,7,2,6,1,2,6,6,6,1,2,6,6,7,5,4,7,6,7,6,6,6,7,4,5,6,7,6,6,5,7,6,6
4,0,1,40,50,1,3,61,2,2,2,4,2,1,12,4,2,3,7,7,4,6,7,1,2,7,5,1,5,7,5,2,7,6,6,1,5,2,7,3,5,1,3,4,7,5,4,5,4,1,3,4,6,7,7,2,2,3,3,2,2,4,7,4,6,6,4
0,2,2,0,14.5,2,12,67,2,2,1,4,3,1,6,3,2,4,1,1,3,6,1,7,6,1,5,7,1,1,4,5,5,6,6,3,4,7,1,4,4,6,6,7,2,1,4,7,7,4,6,6,6,6,6,6,6,2,6,4,7,5,2,4,7,7,1
1,6,1,37,37,1,11,83,1,1,1,4,5,1,0,2,2,1,5,5,4,5,7,1,4,4,4,5,7,4,2,2,2,6,1,1,7,4,4,2,2,2,2,6,2,6,4,3,4,2,2,5,5,3,3,2,2,5,5,2,2,1,6,3,3,6,4
2,6,1,37.5,37.5,1,11,82,1,1,1,4,1,1,0,2,2,3,7,5,1,1,4,1,3,5,3,5,1,6,1,1,1,4,3,7,4,3,7,4,4,1,1,1,7,5,7,1,1,7,1,1,1,1,1,3,1,1,3,3,1,3,4,1,4,4,4
0,10,2,30,30,2,3,65,2,2,1,1,3,1,0,4,4,3,2,1,6,1,7,7,5,7,1,7,7,7,1,1,7,1,7,3,2,1,7,7,1,1,1,5,7,1,7,7,7,1,1,7,1,1,1,1,1,4,3,6,3,3,5,1,1,7,5
0,5,2,30,30,2,7,84,1,1,1,4,5,1,0,3,2,2,3,4,6,6,3,1,4,4,4,6,2,2,3,2,2,3,3,2,5,6,4,3,5,3,4,3,4,3,2,5,3,4,4,3,5,5,6,3,4,3,2,3,4,4,1,3,2,6,7
0,4,2,30,30,2,6,64,2,2,1,2,5,1,36,3,2,2,1,1,1,3,1,1,5,1,3,3,7,1,6,1,1,1,3,1,4,1,7,1,1,1,1,3,1,7,1,7,3,1,1,1,7,1,1,1,6,2,3,6,1,1,1,1,7,7,7
1,1,1,37,37,2,6,81,1,2,1,2,6,2,0,2,2,6,6,5,5,6,2,3,4,4,4,6,4,6,4,4,6,3,6,2,5,6,1,4,3,3,7,4,2,3,4,4,7,3,1,7,7,4,5,2,2,5,6,5,3,6,1,5,6,7,2
0,4,1,37,37,2,7,85,1,1,1,3,6,1,6,1,2,3,3,7,6,5,2,4,6,7,5,5,5,6,6,5,5,5,4,4,4,6,6,5,6,5,5,3,7,6,5,4,7,6,6,5,5,1,5,4,5,6,5,5,5,5,1,4,4,7,6
1,0,1,32,32,2,7,85,1,2,1,2,4,1,4,2,2,4,3,6,5,3,4,5,4,7,3,5,3,6,2,3,3,1,3,1,7,5,3,2,3,3,3,4,7,3,6,6,7,3,2,4,3,7,7,4,6,5,4,5,3,4,6,4,4,6,7
1,1,1,37,37,2,12,70,2,2,1,2,1,1,1,1,2,3,5,6,6,3,7,4,6,6,1,6,6,3,6,6,1,2,6,1,4,6,2,4,5,5,4,4,2,6,3,6,6,4,1,6,6,2,2,5,4,6,6,4,6,5,1,4,2,7,4
0,11,1,37,37,2,11,70,2,2,1,2,3,1,4,2,2,6,6,7,6,7,7,6,7,7,7,7,7,7,7,5,5,7,2,2,3,6,6,7,6,4,4,7,7,7,4,5,5,4,5,6,6,6,7,5,6,7,5,7,7,7,5,6,6,7,6
4,2,1,40,40,1,9,77,1,1,1,4,5,2,0,4,2,7,1,7,7,7,1,5,5,7,7,1,1,7,7,4,5,1,5,1,1,3,3,2,5,7,2,1,2,5,7,7,7,3,1,6,7,1,7,5,4,4,5,7,4,5,1,4,7,7,6
3,6,1,38,38,1,9,75,2,2,1,2,6,2,10,3,1,2,6,6,7,4,5,1,3,6,5,3,6,6,7,4,5,6,3,1,7,3,3,3,2,4,1,4,6,5,1,4,3,1,2,3,4,4,4,3,2,2,3,3,7,3,4,3,5,4,3
1,8,1,38,40,2,11,80,2,2,1,3,3,1,0,3,2,4,2,4,7,4,3,1,5,5,5,6,2,2,2,6,5,4,5,5,6,5,2,6,3,5,4,2,5,4,4,5,6,2,4,4,4,5,4,5,5,4,6,2,7,7,4,4,6,6,1
3,1,1,40,46,1,6,75,2,2,1,4,6,1,3,5,4,5,2,6,7,6,6,6,5,6,6,5,4,6,5,5,6,7,5,5,2,5,2,3,6,6,6,1,6,6,4,5,4,6,6,5,5,6,5,6,3,3,5,4,7,6,7,5,6,5,1
1,4,1,38,38,2,6,83,1,1,1,4,2,1,5,3,2,5,7,6,5,5,3,1,6,4,5,5,6,6,6,2,2,3,2,2,5,2,6,4,2,3,3,2,4,4,1,6,2,2,4,2,6,2,2,4,2,4,4,3,5,4,6,2,2,2,3
4,8,1,40,40,1,7,82,1,1,1,4,5,1,8,4,2,6,2,3,6,6,6,4,4,5,5,5,4,2,2,5,5,6,4,5,2,4,2,5,6,5,5,2,4,5,5,3,6,5,5,4,2,3,3,5,3,4,5,3,5,5,5,5,6,5,2
1,4,1,40,40,1,3,83,1,1,1,4,4,1,2,3,2,6,1,3,5,6,1,7,6,6,6,6,2,1,2,6,6,5,6,7,1,5,2,6,6,6,4,1,5,5,5,6,6,6,4,5,5,2,2,5,6,5,5,6,6,6,5,3,6,6,2
2,6,1,40,45,2,1,79,2,1,1,4,5,2,3,5,2,3,3,6,6,6,6,2,5,6,5,5,5,6,6,3,4,6,3,2,6,5,2,6,5,4,2,2,3,4,3,6,6,4,4,6,6,3,3,4,4,6,4,1,6,4,5,3,4,6,1
3,2,1,40,40,2,10,80,2,1,1,3,6,1,0,3,1,6,2,3,6,6,4,4,5,3,6,6,2,2,4,5,5,3,5,5,2,5,2,6,6,5,5,1,2,4,4,5,7,6,5,6,6,4,4,5,4,6,6,5,7,6,3,6,6,7,1
0,9,1,40,40,1,2,84,1,1,1,4,2,1,5,2,2,6,1,2,6,6,5,1,5,2,6,5,1,2,3,4,6,5,6,7,5,4,3,6,7,5,5,1,1,5,5,5,5,7,5,6,6,5,5,4,4,6,6,4,7,6,4,5,6,6,3
1,11,1,40,40,1,1,83,1,1,1,4,3,2,10,5,4,2,6,6,7,4,6,1,2,6,4,3,6,6,6,4,5,7,4,4,4,3,5,4,4,4,3,5,5,6,4,4,4,4,2,5,5,3,4,3,1,4,3,2,6,2,6,2,2,3,5
4,2,1,40,40,1,9,77,1,1,1,4,5,2,0,4,2,7,1,7,7,7,1,5,5,7,7,1,1,7,7,4,5,1,5,1,1,3,3,2,5,7,2,1,2,5,7,7,7,3,1,6,7,1,7,5,4,4,5,7,4,5,1,4,7,7,6
1,4,1,37.5,37.5,1,3,83,2,1,1,3,5,1,1,3,1,3,6,4,1,1,4,1,1,4,3,4,7,4,6,1,1,5,1,1,7,1,7,2,1,1,1,7,2,4,1,4,3,1,1,4,4,5,4,1,5,3,1,3,1,1,6,2,1,4,7
8,0,1,37.5,48,1,3,64,2,2,1,5,3,2,4,3,1,5,2,3,3,5,5,6,6,5,5,5,2,2,6,2,4,5,5,4,5,4,6,2,2,5,5,4,2,5,6,2,4,4,2,6,6,6,6,5,6,5,5,2,3,4,5,4,3,5,2
1,0,1,60,40,1,6,81,2,1,1,4,2,2,20,1,2,3,1,3,3,5,2,6,3,4,2,5,2,3,6,5,5,2,3,2,6,2,4,2,2,4,6,2,4,2,3,7,6,2,2,6,7,7,6,3,6,5,3,3,3,5,6,3,2,6,3
