"subject_nr","hand_resp","trial_nr","condition","item","prime","modality","strength","congruence","rtime","response","correct"
4,"Left-Handed",16,"gesture-weak","wring_squeeze_wring_sw_gc","wring","gesture","weak","incongruent",667,"z",1
4,"Left-Handed",17,"gesture-strong","squeeze_knock_squeeze_ss_gc","squeeze","gesture","strong","incongruent",767,"m",0
4,"Left-Handed",19,"baseline","wipe_wipe_wipe_sc_gc","wipe","baseline","baseline","congruent",634,"z",1
4,"Left-Handed",20,"speech-strong","knock_knock_squeeze_sc_gs","knock","speech","strong","incongruent",601,"m",0
4,"Left-Handed",22,"speech-strong","wipe_wipe_type_sc_gs","wipe","speech","strong","incongruent",834,"m",0
4,"Left-Handed",23,"gesture-weak","dial_type_dial_sw_gc","dial","gesture","weak","incongruent",667,"z",1
4,"Left-Handed",24,"speech-weak","saw_saw_slice_sc_gw","saw","speech","weak","incongruent",634,"z",1
4,"Left-Handed",26,"gesture-strong","hammer_wring_hammer_ss_gc","hammer","gesture","strong","incongruent",667,"z",1
4,"Left-Handed",27,"baseline","knock_knock_knock_sc_gc","knock","baseline","baseline","congruent",967,"z",1
4,"Left-Handed",32,"gesture-weak","type_dial_type_sw_gc","type","gesture","weak","incongruent",667,"m",0
4,"Left-Handed",36,"speech-weak","wipe_wipe_scrub_sc_gw","wipe","speech","weak","incongruent",801,"z",1
4,"Left-Handed",37,"baseline","stir_stir_stir_sc_gc","stir","baseline","baseline","congruent",701,"z",1
4,"Left-Handed",40,"baseline","slice_slice_slice_sc_gc","slice","baseline","baseline","congruent",667,"z",1
4,"Left-Handed",42,"gesture-weak","chop_cut_chop_sw_gc","chop","gesture","weak","incongruent",767,"z",1
4,"Left-Handed",44,"baseline","wring_wring_wring_sc_gc","wring","baseline","baseline","congruent",701,"z",1
4,"Left-Handed",45,"gesture-weak","knock_hammer_knock_sw_gc","knock","gesture","weak","incongruent",667,"z",1
4,"Left-Handed",46,"gesture-weak","saw_slice_saw_sw_gc","saw","gesture","weak","incongruent",967,"z",1
4,"Left-Handed",51,"speech-weak","slice_slice_saw_sc_gw","slice","speech","weak","incongruent",1167,"z",1
4,"Left-Handed",52,"baseline","shake_shake_shake_sc_gc","shake","baseline","baseline","congruent",1167,"z",1
4,"Left-Handed",54,"speech-weak","shake_shake_stir_sc_gw","shake","speech","weak","incongruent",867,"z",1
4,"Left-Handed",55,"baseline","cut_cut_cut_sc_gc","cut","baseline","baseline","congruent",934,"z",1
4,"Left-Handed",56,"speech-strong","slice_slice_stir_sc_gs","slice","speech","strong","incongruent",834,"m",0
4,"Left-Handed",58,"gesture-weak","hammer_knock_hammer_sw_gc","hammer","gesture","weak","incongruent",767,"z",1
4,"Left-Handed",60,"speech-weak","dial_dial_type_sc_gw","dial","speech","weak","incongruent",801,"z",1
4,"Left-Handed",61,"speech-strong","stir_stir_slice_sc_gs","stir","speech","strong","incongruent",1101,"z",1
4,"Left-Handed",62,"baseline","hammer_hammer_hammer_sc_gc","hammer","baseline","baseline","congruent",734,"z",1
4,"Left-Handed",63,"baseline","scrub_scrub_scrub_sc_gc","scrub","baseline","baseline","congruent",901,"z",1
4,"Left-Handed",65,"speech-weak","turn_turn_twist_sc_gw","turn","speech","weak","incongruent",767,"z",1
4,"Left-Handed",67,"speech-strong","wring_wring_hammer_sc_gs","wring","speech","strong","incongruent",901,"m",0
4,"Left-Handed",69,"speech-strong","type_type_wipe_sc_gs","type","speech","strong","incongruent",834,"z",1
4,"Left-Handed",70,"baseline","dial_dial_dial_sc_gc","dial","baseline","baseline","congruent",967,"z",1
4,"Left-Handed",72,"gesture-strong","cut_turn_cut_ss_gc","cut","gesture","strong","incongruent",767,"z",1
4,"Left-Handed",73,"gesture-strong","dial_scrub_dial_ss_gc","dial","gesture","strong","incongruent",1267,"z",1
4,"Left-Handed",75,"gesture-strong","slice_stir_slice_ss_gc","slice","gesture","strong","incongruent",1001,"m",0
4,"Left-Handed",78,"gesture-weak","shake_stir_shake_sw_gc","shake","gesture","weak","incongruent",1134,"m",0
4,"Left-Handed",80,"gesture-weak","slice_saw_slice_sw_gc","slice","gesture","weak","incongruent",734,"z",1
4,"Left-Handed",81,"gesture-strong","twist_chop_twist_ss_gc","twist","gesture","strong","incongruent",901,"z",1
4,"Left-Handed",82,"gesture-strong","stir_slice_stir_ss_gc","stir","gesture","strong","incongruent",1001,"z",1
4,"Left-Handed",84,"gesture-strong","wipe_type_wipe_ss_gc","wipe","gesture","strong","incongruent",967,"z",1
4,"Left-Handed",85,"speech-weak","stir_stir_shake_sc_gw","stir","speech","weak","incongruent",1001,"m",0
4,"Left-Handed",86,"baseline","turn_turn_turn_sc_gc","turn","baseline","baseline","congruent",801,"z",1
4,"Left-Handed",87,"baseline","chop_chop_chop_sc_gc","chop","baseline","baseline","congruent",801,"z",1
4,"Left-Handed",88,"gesture-strong","scrub_dial_scrub_ss_gc","scrub","gesture","strong","incongruent",1234,"m",0
4,"Left-Handed",92,"gesture-weak","cut_chop_cut_sw_gc","cut","gesture","weak","incongruent",967,"z",1
4,"Left-Handed",95,"gesture-weak","squeeze_wring_squeeze_sw_gc","squeeze","gesture","weak","incongruent",801,"z",1
4,"Left-Handed",97,"gesture-weak","wipe_scrub_wipe_sw_gc","wipe","gesture","weak","incongruent",1267,"m",0
4,"Left-Handed",100,"speech-strong","twist_twist_chop_sc_gs","twist","speech","strong","incongruent",1167,"z",1
4,"Left-Handed",102,"speech-weak","chop_chop_cut_sc_gw","chop","speech","weak","incongruent",767,"z",1
4,"Left-Handed",103,"speech-strong","turn_turn_cut_sc_gs","turn","speech","strong","incongruent",834,"z",1
4,"Left-Handed",104,"speech-weak","wring_wring_squeeze_sc_gw","wring","speech","weak","incongruent",1034,"z",1
4,"Left-Handed",106,"speech-weak","type_type_dial_sc_gw","type","speech","weak","incongruent",834,"z",1
4,"Left-Handed",108,"speech-weak","hammer_hammer_knock_sc_gw","hammer","speech","weak","incongruent",801,"z",1
4,"Left-Handed",112,"speech-strong","shake_shake_saw_sc_gs","shake","speech","strong","incongruent",1101,"m",0
4,"Left-Handed",113,"gesture-strong","wring_hammer_wring_ss_gc","wring","gesture","strong","incongruent",701,"z",1
4,"Left-Handed",116,"speech-strong","squeeze_squeeze_knock_sc_gs","squeeze","speech","strong","incongruent",834,"z",1
4,"Left-Handed",117,"gesture-weak","stir_shake_stir_sw_gc","stir","gesture","weak","incongruent",1067,"m",0
4,"Left-Handed",120,"gesture-strong","saw_shake_saw_ss_gc","saw","gesture","strong","incongruent",701,"z",1
4,"Left-Handed",121,"speech-strong","dial_dial_scrub_sc_gs","dial","speech","strong","incongruent",801,"m",0
4,"Left-Handed",122,"speech-strong","hammer_hammer_wring_sc_gs","hammer","speech","strong","incongruent",1034,"m",0
4,"Left-Handed",124,"gesture-weak","turn_twist_turn_sw_gc","turn","gesture","weak","incongruent",934,"z",1
4,"Left-Handed",125,"gesture-strong","shake_saw_shake_ss_gc","shake","gesture","strong","incongruent",867,"z",1
4,"Left-Handed",127,"baseline","squeeze_squeeze_squeeze_sc_gc","squeeze","baseline","baseline","congruent",767,"z",1
4,"Left-Handed",128,"gesture-strong","chop_twist_chop_ss_gc","chop","gesture","strong","incongruent",734,"z",1
4,"Left-Handed",129,"baseline","saw_saw_saw_sc_gc","saw","baseline","baseline","congruent",801,"z",1
4,"Left-Handed",131,"speech-weak","cut_cut_chop_sc_gw","cut","speech","weak","incongruent",801,"z",1
4,"Left-Handed",132,"speech-weak","knock_knock_hammer_sc_gw","knock","speech","weak","incongruent",767,"z",1
4,"Left-Handed",133,"speech-weak","twist_twist_turn_sc_gw","twist","speech","weak","incongruent",834,"m",0
4,"Left-Handed",136,"speech-weak","scrub_scrub_wipe_sc_gw","scrub","speech","weak","incongruent",801,"z",1
4,"Left-Handed",137,"speech-strong","cut_cut_turn_sc_gs","cut","speech","strong","incongruent",901,"m",0
4,"Left-Handed",138,"speech-strong","saw_saw_shake_sc_gs","saw","speech","strong","incongruent",1001,"z",1
4,"Left-Handed",140,"gesture-weak","twist_turn_twist_sw_gc","twist","gesture","weak","incongruent",867,"z",1
4,"Left-Handed",141,"speech-strong","scrub_scrub_dial_sc_gs","scrub","speech","strong","incongruent",801,"m",0
4,"Left-Handed",142,"gesture-strong","knock_squeeze_knock_ss_gc","knock","gesture","strong","incongruent",1134,"m",0
5,"Right-Handed",1,"gesture-weak","slice_saw_slice_sw_gc","slice","gesture","weak","incongruent",1434,"m",1
5,"Right-Handed",5,"speech-strong","type_type_wipe_sc_gs","type","speech","strong","incongruent",934,"z",0
5,"Right-Handed",7,"gesture-weak","saw_slice_saw_sw_gc","saw","gesture","weak","incongruent",1367,"m",1
5,"Right-Handed",8,"speech-strong","shake_shake_saw_sc_gs","shake","speech","strong","incongruent",1201,"z",0
5,"Right-Handed",9,"speech-strong","stir_stir_slice_sc_gs","stir","speech","strong","incongruent",1001,"m",1
5,"Right-Handed",11,"baseline","squeeze_squeeze_squeeze_sc_gc","squeeze","baseline","baseline","congruent",767,"m",1
5,"Right-Handed",12,"gesture-strong","wipe_type_wipe_ss_gc","wipe","gesture","strong","incongruent",1067,"z",0
5,"Right-Handed",15,"gesture-weak","scrub_wipe_scrub_sw_gc","scrub","gesture","weak","incongruent",1501,"z",0
5,"Right-Handed",20,"baseline","slice_slice_slice_sc_gc","slice","baseline","baseline","congruent",1267,"z",0
5,"Right-Handed",22,"speech-strong","twist_twist_chop_sc_gs","twist","speech","strong","incongruent",1367,"m",1
5,"Right-Handed",23,"baseline","stir_stir_stir_sc_gc","stir","baseline","baseline","congruent",967,"m",1
5,"Right-Handed",26,"speech-weak","chop_chop_cut_sc_gw","chop","speech","weak","incongruent",1101,"m",1
5,"Right-Handed",27,"speech-weak","stir_stir_shake_sc_gw","stir","speech","weak","incongruent",967,"m",1
5,"Right-Handed",28,"speech-weak","scrub_scrub_wipe_sc_gw","scrub","speech","weak","incongruent",1234,"m",1
5,"Right-Handed",29,"gesture-weak","shake_stir_shake_sw_gc","shake","gesture","weak","incongruent",1134,"m",1
5,"Right-Handed",31,"baseline","wipe_wipe_wipe_sc_gc","wipe","baseline","baseline","congruent",834,"m",1
5,"Right-Handed",33,"speech-weak","hammer_hammer_knock_sc_gw","hammer","speech","weak","incongruent",901,"m",1
5,"Right-Handed",34,"baseline","hammer_hammer_hammer_sc_gc","hammer","baseline","baseline","congruent",834,"m",1
5,"Right-Handed",35,"gesture-weak","stir_shake_stir_sw_gc","stir","gesture","weak","incongruent",1067,"m",1
5,"Right-Handed",36,"gesture-strong","cut_turn_cut_ss_gc","cut","gesture","strong","incongruent",867,"m",1
5,"Right-Handed",37,"gesture-strong","knock_squeeze_knock_ss_gc","knock","gesture","strong","incongruent",901,"m",1
5,"Right-Handed",38,"speech-weak","knock_knock_hammer_sc_gw","knock","speech","weak","incongruent",767,"m",1
5,"Right-Handed",39,"speech-weak","twist_twist_turn_sc_gw","twist","speech","weak","incongruent",967,"z",0
5,"Right-Handed",40,"gesture-strong","chop_twist_chop_ss_gc","chop","gesture","strong","incongruent",1267,"z",0
5,"Right-Handed",43,"gesture-weak","dial_type_dial_sw_gc","dial","gesture","weak","incongruent",1234,"z",0
5,"Right-Handed",44,"speech-strong","slice_slice_stir_sc_gs","slice","speech","strong","incongruent",1634,"z",0
5,"Right-Handed",45,"gesture-strong","slice_stir_slice_ss_gc","slice","gesture","strong","incongruent",1134,"z",0
5,"Right-Handed",48,"gesture-weak","chop_cut_chop_sw_gc","chop","gesture","weak","incongruent",1533,"m",1
5,"Right-Handed",49,"speech-weak","cut_cut_chop_sc_gw","cut","speech","weak","incongruent",1334,"z",0
5,"Right-Handed",50,"gesture-strong","shake_saw_shake_ss_gc","shake","gesture","strong","incongruent",1301,"m",1
5,"Right-Handed",51,"gesture-strong","scrub_dial_scrub_ss_gc","scrub","gesture","strong","incongruent",1001,"m",1
5,"Right-Handed",52,"gesture-strong","dial_scrub_dial_ss_gc","dial","gesture","strong","incongruent",1301,"m",1
5,"Right-Handed",53,"baseline","type_type_type_sc_gc","type","baseline","baseline","congruent",934,"m",1
5,"Right-Handed",54,"speech-strong","scrub_scrub_dial_sc_gs","scrub","speech","strong","incongruent",1267,"m",1
5,"Right-Handed",55,"gesture-weak","twist_turn_twist_sw_gc","twist","gesture","weak","incongruent",867,"m",1
5,"Right-Handed",56,"baseline","chop_chop_chop_sc_gc","chop","baseline","baseline","congruent",834,"m",1
5,"Right-Handed",58,"baseline","dial_dial_dial_sc_gc","dial","baseline","baseline","congruent",1001,"m",1
5,"Right-Handed",59,"speech-strong","chop_chop_twist_sc_gs","chop","speech","strong","incongruent",1101,"m",1
5,"Right-Handed",61,"gesture-weak","cut_chop_cut_sw_gc","cut","gesture","weak","incongruent",900,"m",1
5,"Right-Handed",66,"gesture-strong","stir_slice_stir_ss_gc","stir","gesture","strong","incongruent",1001,"m",1
5,"Right-Handed",67,"speech-strong","hammer_hammer_wring_sc_gs","hammer","speech","strong","incongruent",1067,"m",1
5,"Right-Handed",68,"speech-weak","dial_dial_type_sc_gw","dial","speech","weak","incongruent",1067,"z",0
5,"Right-Handed",69,"speech-strong","saw_saw_shake_sc_gs","saw","speech","strong","incongruent",867,"m",1
5,"Right-Handed",70,"gesture-strong","saw_shake_saw_ss_gc","saw","gesture","strong","incongruent",967,"m",1
5,"Right-Handed",71,"speech-strong","knock_knock_squeeze_sc_gs","knock","speech","strong","incongruent",734,"m",1
5,"Right-Handed",74,"gesture-strong","wring_hammer_wring_ss_gc","wring","gesture","strong","incongruent",901,"m",1
5,"Right-Handed",76,"gesture-strong","twist_chop_twist_ss_gc","twist","gesture","strong","incongruent",801,"m",1
5,"Right-Handed",78,"speech-weak","squeeze_squeeze_wring_sc_gw","squeeze","speech","weak","incongruent",967,"m",1
5,"Right-Handed",80,"baseline","cut_cut_cut_sc_gc","cut","baseline","baseline","congruent",1034,"m",1
5,"Right-Handed",81,"gesture-weak","wipe_scrub_wipe_sw_gc","wipe","gesture","weak","incongruent",801,"m",1
5,"Right-Handed",82,"speech-strong","dial_dial_scrub_sc_gs","dial","speech","strong","incongruent",701,"m",1
5,"Right-Handed",83,"speech-weak","wring_wring_squeeze_sc_gw","wring","speech","weak","incongruent",801,"m",1
5,"Right-Handed",84,"speech-strong","wring_wring_hammer_sc_gs","wring","speech","strong","incongruent",801,"m",1
5,"Right-Handed",85,"gesture-strong","type_wipe_type_ss_gc","type","gesture","strong","incongruent",1067,"z",0
5,"Right-Handed",89,"gesture-weak","type_dial_type_sw_gc","type","gesture","weak","incongruent",1001,"m",1
5,"Right-Handed",91,"baseline","shake_shake_shake_sc_gc","shake","baseline","baseline","congruent",1001,"m",1
5,"Right-Handed",92,"speech-weak","type_type_dial_sc_gw","type","speech","weak","incongruent",801,"m",1
5,"Right-Handed",93,"baseline","knock_knock_knock_sc_gc","knock","baseline","baseline","congruent",1067,"m",1
5,"Right-Handed",95,"speech-weak","turn_turn_twist_sc_gw","turn","speech","weak","incongruent",1101,"m",1
5,"Right-Handed",97,"speech-weak","slice_slice_saw_sc_gw","slice","speech","weak","incongruent",1234,"m",1
5,"Right-Handed",102,"baseline","saw_saw_saw_sc_gc","saw","baseline","baseline","congruent",701,"m",1
5,"Right-Handed",103,"baseline","twist_twist_twist_sc_gc","twist","baseline","baseline","congruent",901,"m",1
5,"Right-Handed",104,"speech-strong","turn_turn_cut_sc_gs","turn","speech","strong","incongruent",901,"m",1
5,"Right-Handed",106,"gesture-strong","squeeze_knock_squeeze_ss_gc","squeeze","gesture","strong","incongruent",967,"m",1
5,"Right-Handed",107,"speech-weak","shake_shake_stir_sc_gw","shake","speech","weak","incongruent",801,"m",1
5,"Right-Handed",109,"gesture-weak","turn_twist_turn_sw_gc","turn","gesture","weak","incongruent",834,"m",1
5,"Right-Handed",112,"speech-strong","squeeze_squeeze_knock_sc_gs","squeeze","speech","strong","incongruent",1167,"z",0
5,"Right-Handed",114,"gesture-weak","squeeze_wring_squeeze_sw_gc","squeeze","gesture","weak","incongruent",934,"m",1
5,"Right-Handed",115,"speech-weak","saw_saw_slice_sc_gw","saw","speech","weak","incongruent",1334,"m",1
5,"Right-Handed",117,"speech-strong","wipe_wipe_type_sc_gs","wipe","speech","strong","incongruent",934,"m",1
5,"Right-Handed",118,"baseline","scrub_scrub_scrub_sc_gc","scrub","baseline","baseline","congruent",1334,"m",1
5,"Right-Handed",119,"speech-strong","cut_cut_turn_sc_gs","cut","speech","strong","incongruent",901,"m",1
5,"Right-Handed",128,"baseline","turn_turn_turn_sc_gc","turn","baseline","baseline","congruent",834,"m",1
5,"Right-Handed",129,"gesture-weak","hammer_knock_hammer_sw_gc","hammer","gesture","weak","incongruent",1167,"z",0
5,"Right-Handed",130,"gesture-strong","turn_cut_turn_ss_gc","turn","gesture","strong","incongruent",934,"m",1
5,"Right-Handed",131,"baseline","wring_wring_wring_sc_gc","wring","baseline","baseline","congruent",1267,"m",1
5,"Right-Handed",134,"gesture-weak","wring_squeeze_wring_sw_gc","wring","gesture","weak","incongruent",901,"m",1
5,"Right-Handed",135,"gesture-strong","hammer_wring_hammer_ss_gc","hammer","gesture","strong","incongruent",934,"m",1
5,"Right-Handed",137,"speech-weak","wipe_wipe_scrub_sc_gw","wipe","speech","weak","incongruent",801,"m",1
5,"Right-Handed",141,"gesture-weak","knock_hammer_knock_sw_gc","knock","gesture","weak","incongruent",1101,"m",1
6,"Left-Handed",0,"speech-weak","slice_slice_saw_sc_gw","slice","speech","weak","incongruent",1367,"z",1
6,"Left-Handed",5,"baseline","twist_twist_twist_sc_gc","twist","baseline","baseline","congruent",1067,"z",1
6,"Left-Handed",6,"baseline","cut_cut_cut_sc_gc","cut","baseline","baseline","congruent",767,"z",1
6,"Left-Handed",11,"baseline","hammer_hammer_hammer_sc_gc","hammer","baseline","baseline","congruent",834,"m",0
6,"Left-Handed",12,"gesture-weak","chop_cut_chop_sw_gc","chop","gesture","weak","incongruent",1501,"z",1
6,"Left-Handed",16,"speech-strong","dial_dial_scrub_sc_gs","dial","speech","strong","incongruent",1234,"z",1
6,"Left-Handed",17,"speech-weak","knock_knock_hammer_sc_gw","knock","speech","weak","incongruent",1067,"z",1
6,"Left-Handed",18,"speech-weak","scrub_scrub_wipe_sc_gw","scrub","speech","weak","incongruent",1101,"m",0
6,"Left-Handed",19,"gesture-weak","squeeze_wring_squeeze_sw_gc","squeeze","gesture","weak","incongruent",1134,"z",1
6,"Left-Handed",20,"baseline","wipe_wipe_wipe_sc_gc","wipe","baseline","baseline","congruent",901,"z",1
6,"Left-Handed",21,"speech-strong","chop_chop_twist_sc_gs","chop","speech","strong","incongruent",1234,"z",1
6,"Left-Handed",22,"speech-strong","stir_stir_slice_sc_gs","stir","speech","strong","incongruent",1134,"z",1
6,"Left-Handed",23,"speech-strong","wipe_wipe_type_sc_gs","wipe","speech","strong","incongruent",867,"z",1
6,"Left-Handed",24,"speech-strong","slice_slice_stir_sc_gs","slice","speech","strong","incongruent",1001,"z",1
6,"Left-Handed",25,"gesture-strong","turn_cut_turn_ss_gc","turn","gesture","strong","incongruent",1034,"m",0
6,"Left-Handed",26,"gesture-strong","twist_chop_twist_ss_gc","twist","gesture","strong","incongruent",1101,"z",1
